weight,length,width,depth,shape_CUSHION,shape_EMERALD,shape_HEART,shape_MARQUISE,shape_OVAL,shape_PEAR,shape_PRINCESS,shape_ROUND,encoded_clarity,encoded_color,encoded_cut,encoded_polish,encoded_symmetry,encoded_fluorescence
0.51,4.69,4.36,2.96,1,0,0,0,0,0,0,0,2.0,6.0,0.0,0.0,0.0,0.0
0.5,5.13,5.15,3.13,0,0,0,0,0,0,0,1,7.0,1.0,0.0,0.0,0.0,0.0
0.53,4.56,4.49,2.94,1,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,4.0
0.42,4.98,3.64,2.38,0,1,0,0,0,0,0,0,3.0,2.0,0.0,0.0,1.0,4.0
0.9,5.61,5.25,3.56,1,0,0,0,0,0,0,0,5.0,7.0,0.0,0.0,0.0,0.0
0.7,6.97,5.08,3.05,0,0,0,0,1,0,0,0,6.0,7.0,0.0,1.0,1.0,0.0
0.36,4.53,4.56,2.83,0,0,0,0,0,0,0,1,5.0,3.0,0.0,0.0,0.0,0.0
0.55,6.48,4.5,2.83,0,0,0,0,1,0,0,0,6.0,4.0,0.0,0.0,1.0,0.0
0.5,5.02,5.06,3.18,0,0,0,0,0,0,0,1,6.0,5.0,0.0,0.0,1.0,5.0
0.5,4.43,4.35,3.17,0,0,0,0,0,0,1,0,4.0,5.0,0.0,0.0,1.0,0.0
0.82,5.77,5.0,3.36,1,0,0,0,0,0,0,0,5.0,1.0,0.0,0.0,0.0,3.0
0.87,5.14,5.12,3.57,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,4.0
0.59,7.27,4.63,2.72,0,0,0,0,1,0,0,0,2.0,4.0,0.0,0.0,1.0,0.0
1.01,5.92,5.66,3.79,1,0,0,0,0,0,0,0,7.0,4.0,0.0,0.0,0.0,3.0
0.34,4.03,3.88,2.67,1,0,0,0,0,0,0,0,6.0,0.0,0.0,1.0,1.0,4.0
0.52,5.11,5.13,3.2,0,0,0,0,0,0,0,1,6.0,5.0,0.0,0.0,0.0,0.0
0.5,4.26,4.14,3.08,0,0,0,0,0,0,1,0,5.0,2.0,1.0,0.0,2.0,0.0
0.7,5.72,5.73,3.53,0,0,0,0,0,0,0,1,4.0,8.0,0.0,0.0,0.0,4.0
0.5,5.59,3.71,2.43,0,1,0,0,0,0,0,0,4.0,1.0,0.0,1.0,2.0,0.0
1.66,7.43,7.08,4.29,1,0,0,0,0,0,0,0,6.0,5.0,1.0,1.0,1.0,0.0
0.5,5.04,5.07,3.16,0,0,0,0,0,0,0,1,3.0,2.0,0.0,0.0,0.0,4.0
1.52,6.81,6.37,4.38,1,0,0,0,0,0,0,0,6.0,5.0,1.0,1.0,1.0,0.0
1.2,8.93,5.99,3.78,0,0,0,0,0,1,0,0,7.0,5.0,1.0,0.0,1.0,0.0
0.7,5.51,5.58,3.55,0,0,0,0,0,0,0,1,3.0,9.0,1.0,0.0,2.0,3.0
0.4,4.6,4.65,2.95,0,0,0,0,0,0,0,1,5.0,3.0,1.0,1.0,1.0,0.0
0.41,4.9,3.58,2.39,0,1,0,0,0,0,0,0,3.0,4.0,0.0,1.0,1.0,0.0
0.51,5.07,5.09,3.18,0,0,0,0,0,0,0,1,7.0,4.0,1.0,1.0,0.0,0.0
0.31,3.84,3.77,2.61,0,0,0,0,0,0,1,0,4.0,3.0,0.0,0.0,2.0,0.0
0.4,4.73,4.77,2.89,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0
0.5,4.84,4.91,3.22,0,0,0,0,0,0,0,1,7.0,6.0,2.0,3.0,2.0,0.0
0.9,5.39,5.36,3.74,1,0,0,0,0,0,0,0,3.0,13.0,1.0,0.0,2.0,3.0
0.5,6.71,4.22,2.6,0,0,0,0,1,0,0,0,5.0,3.0,0.0,0.0,1.0,0.0
0.5,5.14,5.21,3.09,0,0,0,0,0,0,0,1,6.0,3.0,1.0,0.0,1.0,3.0
0.3,4.22,4.23,2.66,0,0,0,0,0,0,0,1,4.0,1.0,1.0,0.0,1.0,0.0
1.0,5.88,5.41,3.67,1,0,0,0,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0
0.75,5.76,5.79,3.64,0,0,0,0,0,0,0,1,7.0,7.0,0.0,0.0,0.0,3.0
0.53,5.16,5.19,3.21,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
0.56,4.56,4.5,3.21,0,0,0,0,0,0,1,0,5.0,8.0,0.0,0.0,2.0,0.0
0.4,4.7,3.6,2.45,0,1,0,0,0,0,0,0,4.0,4.0,1.0,1.0,2.0,0.0
0.3,3.84,3.77,2.54,0,0,0,0,0,0,1,0,3.0,1.0,0.0,0.0,2.0,0.0
0.5,5.0,5.06,3.16,0,0,0,0,0,0,0,1,4.0,8.0,1.0,0.0,2.0,4.0
0.51,6.33,4.46,2.81,0,0,0,0,1,0,0,0,4.0,7.0,0.0,1.0,1.0,0.0
0.5,4.43,4.4,3.07,1,0,0,0,0,0,0,0,6.0,4.0,1.0,0.0,2.0,0.0
0.3,3.98,4.73,2.81,0,0,1,0,0,0,0,0,6.0,1.0,0.0,0.0,2.0,3.0
0.51,4.41,4.36,3.04,0,0,0,0,0,0,1,0,6.0,2.0,0.0,0.0,1.0,0.0
0.58,5.3,5.33,3.34,0,0,0,0,0,0,0,1,5.0,6.0,0.0,0.0,0.0,3.0
0.4,4.07,4.0,2.92,0,0,0,0,0,0,1,0,6.0,1.0,0.0,0.0,1.0,0.0
0.52,4.45,4.39,3.16,0,0,0,0,0,0,1,0,7.0,2.0,0.0,1.0,2.0,0.0
0.55,5.21,5.25,3.28,0,0,0,0,0,0,0,1,5.0,7.0,0.0,0.0,0.0,0.0
0.51,4.51,4.48,3.03,1,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,1.0,0.0
1.51,9.88,6.31,3.97,0,0,0,0,0,1,0,0,6.0,8.0,0.0,0.0,1.0,0.0
0.53,5.16,5.18,3.22,0,0,0,0,0,0,0,1,5.0,7.0,0.0,0.0,0.0,0.0
0.5,5.12,5.17,3.05,0,0,0,0,0,0,0,1,6.0,2.0,1.0,0.0,1.0,4.0
0.3,4.21,4.24,2.65,0,0,0,0,0,0,0,1,7.0,3.0,1.0,0.0,0.0,0.0
0.51,4.33,4.27,3.1,0,0,0,0,0,0,1,0,4.0,2.0,0.0,1.0,1.0,0.0
0.96,6.25,5.13,3.49,1,0,0,0,0,0,0,0,4.0,8.0,0.0,0.0,2.0,5.0
0.5,4.28,4.26,3.1,0,0,0,0,0,0,1,0,6.0,5.0,0.0,0.0,1.0,0.0
0.33,4.17,4.91,2.77,0,0,1,0,0,0,0,0,2.0,4.0,0.0,0.0,2.0,0.0
0.5,4.96,4.98,3.2,0,0,0,0,0,0,0,1,7.0,3.0,1.0,0.0,0.0,0.0
1.0,5.88,5.4,3.77,1,0,0,0,0,0,0,0,4.0,4.0,1.0,0.0,2.0,0.0
0.7,5.53,5.57,3.58,0,0,0,0,0,0,0,1,7.0,7.0,1.0,0.0,0.0,3.0
0.3,4.45,3.28,2.23,0,1,0,0,0,0,0,0,3.0,5.0,0.0,0.0,1.0,0.0
1.0,7.89,5.51,3.35,0,0,0,0,1,0,0,0,7.0,9.0,0.0,0.0,1.0,5.0
0.5,5.06,5.08,3.17,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0
1.71,10.87,6.73,3.94,0,0,0,0,0,1,0,0,7.0,7.0,0.0,1.0,1.0,0.0
0.53,6.58,4.52,2.78,0,0,0,0,1,0,0,0,2.0,6.0,0.0,0.0,1.0,0.0
1.2,5.67,5.56,4.0,1,0,0,0,0,0,0,0,4.0,0.0,1.0,1.0,1.0,3.0
0.3,5.1,3.78,2.35,0,0,0,0,1,0,0,0,5.0,1.0,1.0,0.0,1.0,3.0
0.81,5.54,5.08,3.45,1,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,1.0,3.0
0.8,7.31,5.16,3.21,0,0,0,0,1,0,0,0,7.0,10.0,1.0,0.0,2.0,0.0
1.0,8.5,5.43,3.39,0,0,0,0,0,1,0,0,7.0,2.0,1.0,1.0,1.0,0.0
0.66,4.98,4.7,3.18,1,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,3.0
0.59,4.97,4.53,3.06,1,0,0,0,0,0,0,0,7.0,3.0,0.0,0.0,1.0,0.0
0.53,5.2,5.22,3.18,0,0,0,0,0,0,0,1,6.0,2.0,0.0,0.0,0.0,3.0
0.3,4.16,4.74,2.67,0,0,1,0,0,0,0,0,4.0,2.0,0.0,1.0,2.0,0.0
0.32,4.79,3.16,2.13,0,1,0,0,0,0,0,0,4.0,1.0,0.0,1.0,1.0,0.0
0.5,5.03,5.1,3.11,0,0,0,0,0,0,0,1,6.0,2.0,1.0,1.0,2.0,0.0
0.7,5.02,4.8,3.36,1,0,0,0,0,0,0,0,5.0,3.0,1.0,0.0,1.0,0.0
1.6,7.07,6.42,4.27,1,0,0,0,0,0,0,0,4.0,7.0,1.0,1.0,1.0,0.0
0.9,5.55,5.15,3.61,1,0,0,0,0,0,0,0,6.0,6.0,1.0,0.0,1.0,3.0
0.72,5.51,4.76,3.2,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,4.0
0.59,7.01,4.53,2.79,0,0,0,0,1,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0
1.79,6.67,6.56,4.59,1,0,0,0,0,0,0,0,5.0,5.0,1.0,0.0,0.0,4.0
0.5,6.72,4.48,2.67,0,0,0,0,1,0,0,0,6.0,1.0,0.0,0.0,1.0,0.0
0.32,4.54,3.36,2.22,0,1,0,0,0,0,0,0,3.0,1.0,0.0,0.0,2.0,0.0
0.53,6.99,4.48,2.64,0,0,0,0,1,0,0,0,4.0,3.0,0.0,0.0,1.0,0.0
0.3,4.01,4.68,2.82,0,0,1,0,0,0,0,0,7.0,4.0,1.0,0.0,2.0,0.0
0.5,5.12,5.15,3.13,0,0,0,0,0,0,0,1,6.0,2.0,0.0,0.0,0.0,0.0
0.6,5.38,5.41,3.37,0,0,0,0,0,0,0,1,4.0,10.0,0.0,0.0,0.0,0.0
0.5,5.05,5.08,3.17,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,3.0
0.82,5.79,5.03,3.41,1,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0
0.5,4.94,4.98,3.21,0,0,0,0,0,0,0,1,6.0,1.0,2.0,1.0,1.0,0.0
0.51,4.74,4.32,2.94,1,0,0,0,0,0,0,0,6.0,5.0,0.0,0.0,0.0,0.0
0.52,5.16,5.18,3.21,0,0,0,0,0,0,0,1,3.0,7.0,0.0,0.0,0.0,3.0
0.5,4.96,5.05,3.17,0,0,0,0,0,0,0,1,6.0,2.0,1.0,0.0,2.0,0.0
0.71,5.06,4.98,3.37,1,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,0.0,0.0
0.4,4.69,4.71,2.96,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,0.0,0.0
0.51,4.27,4.25,3.07,0,0,0,0,0,0,1,0,3.0,4.0,0.0,0.0,2.0,3.0
0.5,5.01,5.04,3.18,0,0,0,0,0,0,0,1,6.0,6.0,1.0,0.0,1.0,4.0
0.5,5.05,5.07,3.16,0,0,0,0,0,0,0,1,7.0,3.0,1.0,1.0,0.0,0.0
0.5,6.59,4.41,2.86,0,0,0,0,0,1,0,0,4.0,1.0,2.0,0.0,1.0,0.0
0.96,5.81,5.35,3.64,1,0,0,0,0,0,0,0,5.0,6.0,0.0,1.0,1.0,0.0
0.5,4.93,4.97,3.19,0,0,0,0,0,0,0,1,7.0,2.0,1.0,0.0,1.0,0.0
0.3,4.79,3.16,2.02,0,1,0,0,0,0,0,0,3.0,2.0,0.0,1.0,1.0,0.0
0.53,4.39,4.3,3.13,0,0,0,0,0,0,1,0,6.0,4.0,0.0,0.0,1.0,0.0
0.5,4.29,4.27,3.1,0,0,0,0,0,0,1,0,6.0,6.0,0.0,0.0,2.0,3.0
0.8,5.27,5.13,3.53,1,0,0,0,0,0,0,0,6.0,6.0,1.0,0.0,1.0,3.0
0.5,5.06,5.09,3.16,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0
1.19,6.05,5.84,3.94,1,0,0,0,0,0,0,0,7.0,3.0,0.0,1.0,1.0,0.0
0.91,5.7,5.28,3.56,1,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,1.0,4.0
0.51,5.21,5.23,3.11,0,0,0,0,0,0,0,1,7.0,4.0,0.0,0.0,0.0,3.0
0.5,4.83,4.89,3.15,0,0,0,0,0,0,0,1,6.0,3.0,2.0,1.0,1.0,0.0
0.9,5.7,5.36,3.63,1,0,0,0,0,0,0,0,4.0,6.0,0.0,0.0,0.0,0.0
0.31,4.89,3.13,2.06,0,1,0,0,0,0,0,0,3.0,2.0,0.0,0.0,2.0,0.0
0.9,5.42,5.24,3.66,1,0,0,0,0,0,0,0,4.0,6.0,1.0,0.0,1.0,0.0
0.3,4.2,4.6,2.66,0,0,1,0,0,0,0,0,4.0,3.0,0.0,0.0,1.0,0.0
0.3,4.26,4.28,2.67,0,0,0,0,0,0,0,1,4.0,2.0,0.0,0.0,1.0,0.0
0.42,4.77,4.8,2.96,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0
0.55,5.74,3.79,2.59,0,1,0,0,0,0,0,0,7.0,7.0,0.0,0.0,2.0,0.0
0.3,4.09,4.53,2.68,0,0,1,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0
0.5,5.01,5.08,3.17,0,0,0,0,0,0,0,1,6.0,2.0,0.0,0.0,1.0,4.0
0.75,5.77,5.8,3.63,0,0,0,0,0,0,0,1,7.0,10.0,0.0,0.0,0.0,0.0
0.4,4.15,4.09,2.82,0,0,0,0,0,0,1,0,4.0,4.0,1.0,0.0,2.0,0.0
0.5,4.84,5.47,3.16,0,0,1,0,0,0,0,0,6.0,9.0,0.0,0.0,1.0,3.0
0.8,5.58,5.1,3.43,1,0,0,0,0,0,0,0,5.0,6.0,0.0,0.0,0.0,0.0
0.51,4.24,4.18,3.13,0,0,0,0,0,0,1,0,3.0,8.0,1.0,0.0,1.0,5.0
0.5,4.24,4.17,3.03,0,0,0,0,0,0,1,0,3.0,7.0,0.0,0.0,1.0,0.0
0.4,4.06,4.02,2.86,0,0,0,0,0,0,1,0,5.0,3.0,0.0,1.0,1.0,0.0
0.5,5.09,5.11,3.13,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,0.0,3.0
1.2,6.06,5.72,3.87,1,0,0,0,0,0,0,0,5.0,18.0,0.0,0.0,2.0,0.0
0.64,5.48,5.51,3.46,0,0,0,0,0,0,0,1,4.0,11.0,0.0,0.0,0.0,3.0
0.65,5.5,5.54,3.47,0,0,0,0,0,0,0,1,6.0,8.0,0.0,0.0,0.0,0.0
1.01,6.4,5.51,3.67,1,0,0,0,0,0,0,0,7.0,5.0,0.0,1.0,1.0,1.0
0.62,6.5,4.78,3.08,0,0,0,0,1,0,0,0,6.0,1.0,0.0,0.0,0.0,0.0
0.5,4.97,4.21,2.81,1,0,0,0,0,0,0,0,6.0,3.0,1.0,1.0,2.0,0.0
0.52,5.35,3.87,2.64,0,1,0,0,0,0,0,0,5.0,7.0,0.0,1.0,1.0,0.0
0.5,6.56,4.44,2.64,0,0,0,0,1,0,0,0,5.0,10.0,1.0,0.0,2.0,5.0
0.9,5.99,6.03,3.85,0,0,0,0,0,0,0,1,6.0,14.0,1.0,0.0,0.0,3.0
0.8,7.18,5.3,3.27,0,0,0,0,1,0,0,0,6.0,8.0,0.0,0.0,1.0,0.0
0.81,5.9,4.99,3.25,1,0,0,0,0,0,0,0,4.0,5.0,0.0,0.0,1.0,0.0
0.9,5.55,5.26,3.66,1,0,0,0,0,0,0,0,6.0,3.0,1.0,0.0,2.0,0.0
0.5,4.41,4.34,3.07,0,0,0,0,0,0,1,0,5.0,3.0,0.0,0.0,1.0,0.0
0.51,4.89,4.18,2.92,1,0,0,0,0,0,0,0,7.0,1.0,1.0,0.0,1.0,0.0
0.61,4.88,4.68,3.15,1,0,0,0,0,0,0,0,5.0,4.0,0.0,0.0,1.0,0.0
0.31,4.36,4.38,2.71,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,0.0,0.0
0.7,8.19,4.88,2.95,0,0,0,0,0,1,0,0,6.0,2.0,0.0,0.0,1.0,0.0
0.85,5.6,5.1,3.47,1,0,0,0,0,0,0,0,4.0,3.0,0.0,0.0,0.0,3.0
0.5,5.04,5.08,3.17,0,0,0,0,0,0,0,1,5.0,6.0,0.0,1.0,1.0,0.0
0.5,6.24,4.45,2.78,0,0,0,0,1,0,0,0,5.0,3.0,1.0,0.0,2.0,4.0
0.51,4.86,4.22,2.87,1,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0
1.07,8.39,5.77,3.48,0,0,0,0,1,0,0,0,7.0,9.0,0.0,1.0,1.0,0.0
0.65,5.49,5.53,3.47,0,0,0,0,0,0,0,1,6.0,7.0,0.0,0.0,0.0,4.0
0.81,5.84,5.04,3.37,1,0,0,0,0,0,0,0,5.0,6.0,0.0,0.0,1.0,0.0
0.56,5.25,5.27,3.31,0,0,0,0,0,0,0,1,7.0,4.0,0.0,0.0,0.0,3.0
0.75,8.45,5.11,2.97,0,0,0,0,0,1,0,0,5.0,7.0,0.0,1.0,1.0,3.0
0.53,5.17,5.2,3.2,0,0,0,0,0,0,0,1,5.0,7.0,0.0,0.0,0.0,0.0
0.3,3.96,4.63,2.76,0,0,1,0,0,0,0,0,4.0,4.0,1.0,0.0,2.0,0.0
0.3,4.75,3.22,2.0,0,1,0,0,0,0,0,0,4.0,3.0,0.0,0.0,1.0,0.0
0.3,4.27,4.31,2.67,0,0,0,0,0,0,0,1,4.0,1.0,1.0,2.0,1.0,0.0
0.5,6.58,4.33,2.67,0,0,0,0,1,0,0,0,7.0,6.0,0.0,1.0,1.0,0.0
0.5,4.63,4.33,2.92,1,0,0,0,0,0,0,0,2.0,6.0,0.0,0.0,1.0,0.0
0.5,6.83,4.44,2.62,0,0,0,0,1,0,0,0,2.0,5.0,0.0,0.0,1.0,0.0
0.53,5.19,5.21,3.22,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
0.5,6.03,4.47,2.82,0,0,0,0,1,0,0,0,5.0,3.0,0.0,1.0,1.0,0.0
0.4,4.75,4.77,2.88,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,0.0,3.0
0.25,4.01,4.04,2.47,0,0,0,0,0,0,0,1,3.0,2.0,0.0,0.0,0.0,0.0
0.5,4.33,4.25,3.07,0,0,0,0,0,0,1,0,4.0,5.0,0.0,0.0,2.0,0.0
0.5,4.14,4.1,3.23,0,0,0,0,0,0,1,0,4.0,7.0,2.0,0.0,2.0,3.0
0.41,4.73,4.76,2.96,0,0,0,0,0,0,0,1,6.0,4.0,0.0,0.0,0.0,0.0
0.52,6.91,4.49,2.83,0,0,0,0,0,1,0,0,3.0,10.0,0.0,0.0,0.0,0.0
0.5,4.23,4.15,3.07,0,0,0,0,0,0,1,0,4.0,5.0,1.0,0.0,2.0,0.0
1.0,5.92,5.58,3.64,1,0,0,0,0,0,0,0,3.0,18.0,0.0,0.0,1.0,0.0
0.5,4.16,4.16,3.07,0,0,0,0,0,0,1,0,6.0,2.0,0.0,0.0,2.0,0.0
0.3,4.02,4.7,2.64,0,0,1,0,0,0,0,0,6.0,1.0,1.0,0.0,2.0,3.0
0.3,3.54,3.53,2.64,0,0,0,0,0,0,1,0,2.0,4.0,1.0,1.0,1.0,0.0
0.3,3.88,4.59,2.82,0,0,1,0,0,0,0,0,7.0,2.0,2.0,0.0,2.0,0.0
0.5,5.12,5.18,3.08,0,0,0,0,0,0,0,1,5.0,5.0,0.0,0.0,1.0,3.0
1.0,6.38,5.26,3.57,1,0,0,0,0,0,0,0,7.0,8.0,0.0,0.0,1.0,0.0
0.5,4.48,4.38,3.04,1,0,0,0,0,0,0,0,3.0,6.0,0.0,0.0,1.0,0.0
0.52,4.35,4.3,3.11,0,0,0,0,0,0,1,0,5.0,5.0,0.0,0.0,2.0,0.0
0.5,6.77,4.37,2.64,0,0,0,0,1,0,0,0,7.0,5.0,0.0,0.0,1.0,0.0
0.63,5.16,4.9,3.0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,4.0
1.0,8.79,5.33,3.4,0,0,0,0,0,1,0,0,4.0,2.0,1.0,0.0,0.0,5.0
0.5,5.02,5.04,3.21,0,0,0,0,0,0,0,1,6.0,2.0,1.0,0.0,1.0,3.0
0.32,3.75,3.71,2.68,0,0,0,0,0,0,1,0,5.0,1.0,0.0,0.0,2.0,0.0
0.51,4.62,4.48,2.97,1,0,0,0,0,0,0,0,4.0,0.0,0.0,1.0,1.0,3.0
1.6,10.03,6.56,4.01,0,0,0,0,0,1,0,0,6.0,1.0,0.0,0.0,1.0,3.0
0.41,5.42,3.53,2.29,0,1,0,0,0,0,0,0,5.0,3.0,0.0,1.0,2.0,0.0
0.53,5.6,3.89,2.59,0,1,0,0,0,0,0,0,4.0,8.0,0.0,0.0,2.0,4.0
1.62,6.26,6.18,4.33,1,0,0,0,0,0,0,0,3.0,18.0,0.0,1.0,1.0,0.0
0.71,6.88,5.1,3.25,0,0,0,0,1,0,0,0,4.0,2.0,1.0,1.0,1.0,0.0
0.7,5.15,4.65,3.32,1,0,0,0,0,0,0,0,4.0,6.0,0.0,1.0,1.0,0.0
0.5,5.1,5.14,3.13,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,0.0,0.0
0.5,6.28,4.56,2.75,0,0,0,0,1,0,0,0,4.0,1.0,0.0,0.0,1.0,0.0
0.5,4.95,5.0,3.19,0,0,0,0,0,0,0,1,6.0,2.0,2.0,0.0,1.0,3.0
0.73,5.23,4.9,3.32,1,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,0.0,0.0
0.7,5.24,4.86,3.3,1,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,0.0,0.0
0.39,5.25,3.41,2.19,0,1,0,0,0,0,0,0,5.0,1.0,1.0,1.0,1.0,3.0
0.5,5.05,5.08,3.17,0,0,0,0,0,0,0,1,6.0,5.0,1.0,0.0,0.0,0.0
0.31,3.89,3.85,2.75,0,0,0,0,0,0,1,0,3.0,2.0,0.0,1.0,2.0,0.0
0.46,4.76,4.85,3.1,0,0,0,0,0,0,0,1,2.0,2.0,1.0,0.0,2.0,0.0
0.7,5.49,5.56,3.56,0,0,0,0,0,0,0,1,4.0,9.0,1.0,0.0,1.0,0.0
0.52,7.05,4.44,2.59,0,0,0,0,1,0,0,0,4.0,5.0,0.0,0.0,1.0,0.0
0.5,6.11,4.54,2.79,0,0,0,0,1,0,0,0,6.0,3.0,1.0,1.0,2.0,0.0
0.58,7.25,4.62,2.72,0,0,0,0,1,0,0,0,5.0,7.0,0.0,1.0,1.0,5.0
0.31,4.71,3.17,2.11,0,1,0,0,0,0,0,0,2.0,2.0,0.0,0.0,2.0,0.0
0.81,5.79,5.02,3.31,1,0,0,0,0,0,0,0,4.0,7.0,0.0,0.0,1.0,0.0
0.5,7.16,4.28,2.66,0,0,0,0,0,1,0,0,2.0,1.0,0.0,0.0,1.0,3.0
0.3,4.78,3.1,2.1,0,1,0,0,0,0,0,0,3.0,2.0,0.0,1.0,1.0,0.0
0.8,5.9,5.92,3.7,0,0,0,0,0,0,0,1,6.0,11.0,0.0,0.0,0.0,3.0
0.8,5.44,4.94,3.41,1,0,0,0,0,0,0,0,4.0,6.0,1.0,0.0,1.0,0.0
0.5,6.51,4.28,2.65,0,0,0,0,1,0,0,0,5.0,8.0,0.0,0.0,1.0,3.0
0.9,6.24,5.07,3.05,1,0,0,0,0,0,0,0,5.0,0.0,0.0,1.0,1.0,4.0
0.5,8.2,4.12,2.44,0,0,0,1,0,0,0,0,2.0,1.0,0.0,0.0,1.0,4.0
1.0,5.61,5.3,3.71,1,0,0,0,0,0,0,0,4.0,6.0,1.0,0.0,1.0,0.0
0.71,5.04,4.82,3.37,1,0,0,0,0,0,0,0,3.0,9.0,1.0,0.0,1.0,0.0
1.3,6.42,5.93,3.93,1,0,0,0,0,0,0,0,7.0,7.0,0.0,0.0,0.0,1.0
0.8,5.41,5.1,3.47,1,0,0,0,0,0,0,0,5.0,7.0,0.0,0.0,1.0,0.0
0.5,5.02,5.06,3.18,0,0,0,0,0,0,0,1,6.0,2.0,1.0,0.0,2.0,0.0
0.51,4.5,4.43,3.15,0,0,0,0,0,0,1,0,3.0,5.0,0.0,0.0,1.0,0.0
0.51,4.41,4.36,3.15,0,0,0,0,0,0,1,0,6.0,2.0,0.0,0.0,2.0,0.0
0.83,5.34,5.21,3.54,1,0,0,0,0,0,0,0,6.0,4.0,0.0,0.0,1.0,0.0
0.5,6.72,4.24,2.67,0,0,0,0,1,0,0,0,4.0,3.0,1.0,1.0,2.0,0.0
0.5,5.14,5.16,3.02,0,0,0,0,0,0,0,1,7.0,3.0,1.0,0.0,1.0,0.0
0.3,3.78,3.71,2.69,0,0,0,0,0,0,1,0,6.0,3.0,0.0,1.0,3.0,0.0
0.5,5.15,5.16,3.09,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,1.0,0.0
0.4,5.86,4.1,2.46,0,0,0,0,1,0,0,0,5.0,2.0,0.0,0.0,2.0,0.0
0.53,4.82,4.46,2.97,1,0,0,0,0,0,0,0,3.0,16.0,0.0,0.0,1.0,3.0
0.5,4.84,4.92,3.17,0,0,0,0,0,0,0,1,5.0,3.0,3.0,1.0,2.0,0.0
0.59,6.89,4.53,2.84,0,0,0,0,1,0,0,0,5.0,3.0,0.0,0.0,1.0,0.0
1.2,9.13,6.05,3.54,0,0,0,0,0,1,0,0,7.0,2.0,1.0,1.0,1.0,0.0
0.5,5.12,5.15,3.14,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0
0.4,4.69,4.72,2.9,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,5.0
0.9,5.75,5.08,3.55,1,0,0,0,0,0,0,0,3.0,5.0,1.0,0.0,1.0,0.0
0.4,4.66,4.72,2.97,0,0,0,0,0,0,0,1,4.0,4.0,0.0,1.0,1.0,0.0
0.31,5.68,3.83,2.33,0,0,0,0,0,1,0,0,4.0,4.0,0.0,0.0,1.0,4.0
0.3,4.68,3.37,2.07,0,1,0,0,0,0,0,0,4.0,2.0,0.0,0.0,1.0,0.0
0.8,5.42,5.01,3.4,1,0,0,0,0,0,0,0,7.0,3.0,0.0,0.0,1.0,0.0
0.58,5.16,4.46,3.02,1,0,0,0,0,0,0,0,6.0,1.0,0.0,0.0,1.0,0.0
0.5,6.3,4.65,2.79,0,0,0,0,1,0,0,0,4.0,3.0,0.0,0.0,1.0,4.0
0.4,4.69,4.75,2.92,0,0,0,0,0,0,0,1,6.0,2.0,0.0,0.0,1.0,0.0
0.75,5.32,5.03,3.38,1,0,0,0,0,0,0,0,6.0,4.0,0.0,0.0,1.0,0.0
0.5,5.08,5.11,3.1,0,0,0,0,0,0,0,1,3.0,9.0,0.0,0.0,1.0,0.0
0.5,5.98,4.46,2.84,0,0,0,0,1,0,0,0,4.0,1.0,0.0,1.0,2.0,0.0
0.91,5.58,5.35,3.62,1,0,0,0,0,0,0,0,5.0,3.0,0.0,0.0,0.0,0.0
0.4,6.14,4.14,2.52,0,0,0,0,1,0,0,0,5.0,7.0,0.0,0.0,1.0,0.0
0.33,3.94,3.87,2.72,0,0,0,0,0,0,1,0,3.0,4.0,0.0,1.0,2.0,0.0
