price
1203.96
2041.33
1518.97
1307.26
2559.66
2568.8
2028.19
4541.88
965.46
967.36
2067.68
2935.38
1973.74
1707.56
848.6
2049.73
2014.58
2453.1
1118.85
2355.76
1520.66
1085.42
2090.57
1064.02
1030.06
1798.16
2109.57
1885.35
2070.35
2736.71
994.82
1748.11
1133.52
1215.54
1123.55
3180.36
1001.16
2285.03
926.91
1390.19
1014.34
2235.53
1164.92
1094.04
2045.18
3257.15
1066.91
1526.48
1956.73
1862.45
1039.76
1650.29
798.86
3303.52
3049.01
1539.93
1170.21
1374.14
3416.84
2551.31
2210.42
2095.55
1140.06
932.2
974.64
1023.48
1534.18
1879.49
1143.13
1441.23
2091.41
1182.41
2018.79
1041.04
2077.03
1137.03
1286.19
1861.7
3624.45
1162.75
3846.12
2536.14
3427.05
13567.94
2331.49
1212.44
1537.97
2067.04
1281.8
1142.87
2080.56
2906.72
969.59
1082.31
2405.31
1748.41
2891.22
1744.93
1406.96
1329.2
1031.66
1730.63
898.76
4022.17
2225.57
1087.84
2470.9
1066.41
1038.49
2048.87
1429.92
1212.1
2135.66
2078.78
2079.61
1789.73
1533.59
1838.77
2350.82
1533.57
2159.88
2679.02
1056.32
1058.95
1497.35
1400.63
1970.54
1400.93
1310.83
804.49
1093.02
2075.87
1118.81
3219.29
1558.52
1539.93
1785.3
1991.02
1172.15
13490.76
1161.2
2079.23
1096.26
2053.24
1490.97
846.08
1761.83
1021.06
2462.49
13559.94
1544.19
2031.8
1291.97
2056.78
2348.51
2350.94
2104.9
2379.45
2084.78
1758.85
1651.44
1169.67
1409.53
2058.59
1393.76
1231.96
1056.96
2762.35
1987.62
1684.27
4324.44
2042.57
3174.67
2096.53
2678.2
1798.29
1820.77
2187.2
2625.6
2060.11
2235.37
1972.16
1997.86
2105.76
1089.95
2452.76
1483.05
2041.76
2055.24
2923.38
951.72
1661.81
2883.82
2080.3
2098.19
1540.6
2066.85
2256.01
1724.19
1037.24
3514.62
3215.06
1283.79
974.29
1524.82
2653.81
1291.89
5382.59
1874.41
1193.29
2348.41
2061.92
1368.98
6927.96
1318.52
1202.05
4133.16
2106.75
1018.39
1408.65
3499.04
2048.21
2092.21
902.81
2062.41
2052.37
1535.38
1350.35
975.43
2074.78
1781.43
1319.66
1536.22
1143.64
2030.62
2839.34
2079.61
2067.33
906.85
1272.38
2028.27
1332.09
2109.38
2240.16
1536.29
2123.13
2036.9
1328.98
1166.56
1584.58
3502.31
2249.2
2061.94
2547.34
1144.57
1528.47
1131.52
2186.89
2078.07
1973.69
3840.15
2017.02
1307.33
1042.29
2067.16
2031.7
900.85
1798.23
1612.09
2055.24
963.82
1292.65
2353.56
2204.14
975.06
2062.7
2078.02
2088.84
3368.13
2053.39
2508.86
1344.58
3719.32
2006.89
2700.18
2304.07
927.73
2197.8
2936.27
2123.69
2090.56
2066.92
2076.37
1858.32
1429.01
1792.38
2053.39
1040.18
1502.6
1529.59
1975.49
3173.68
1970.78
1086.15
1246.32
1663.87
1100.7
1002.83
2453.69
1329.03
3460.94
4420.96
3006.85
1349.89
1099.77
1718.73
1102.42
2960.5
809.53
2838.02
866.33
2528.46
808.48
1939.42
2048.45
1442.43
1163.62
2058.59
2011.2
1843.82
1156.87
1786.14
1407.79
1060.56
2585.08
1876.91
2331.59
958.65
1384.24
3419.67
1516.47
7228.95
3049.59
1124.7
1123.92
1549.88
1050.5
840.29
1985.46
3400.33
1551.56
1041.78
4338.9
2028.12
2042.45
2448.27
11775.25
1659.72
1438.34
1799.85
3031.8
1607.14
868.34
1589.66
7255.43
2059.58
1997.77
1087.54
1271.45
1439.05
1022.52
1328.93
3486.08
1997.75
1659.8
1539.81
1120.39
3088.25
1326.87
1524.18
2058.59
1286.93
1352.98
2044.36
2471.39
2550.85
2099.91
1984.06
2020.46
1562.27
1029.67
996.61
4861.95
2014.73
923.62
2257.43
2067.16
3007.03
2085.3
2105.05
1058.95
2094.92
1790.56
1152.66
5295.48
1404.0
6599.13
895.75
1539.81
2611.79
1096.98
2145.22
2621.11
1066.14
2094.84
2117.68
3755.99
1026.51
1003.83
1774.68
1131.6
1481.34
1424.92
3062.77
2048.36
3929.77
1162.91
1991.83
1974.16
1014.76
877.68
2213.67
1977.98
1055.71
1145.23
1515.99
6006.28
2223.08
830.89
1382.34
2762.63
1162.67
3836.3
1541.31
2354.37
1124.75
1407.85
1581.45
778.97
1474.81
1069.67
1548.26
1963.14
2077.03
2067.01
1760.14
2207.81
2575.46
1131.52
2032.29
2030.57
1044.37
1040.04
9527.47
11502.51
1262.33
1063.21
1752.72
3480.83
1366.67
1595.8
1027.52
1441.91
1998.88
2040.0
5980.0
2344.99
1156.81
1026.02
2018.05
757.14
2273.98
2034.08
963.47
1329.81
1508.36
2551.46
3381.53
2008.35
2018.08
3792.23
2082.22
2096.43
2853.96
1697.67
1452.83
3480.49
1244.88
2969.47
1705.29
1986.62
1704.97
1326.33
2059.12
2046.52
2347.68
2147.95
2951.11
1065.76
3468.24
1800.7
899.27
2591.06
3404.8
2085.93
1429.86
1533.95
2055.18
2351.7
2411.29
2303.26
5963.12
925.61
1025.59
2064.13
3193.78
1093.95
1522.74
855.14
1158.38
1824.49
3923.14
1401.35
3198.96
1329.02
1149.54
1040.04
994.55
1973.02
2053.38
876.06
925.63
2101.62
1592.88
1143.64
2352.55
2319.73
2110.84
1181.89
1012.36
2101.6
1863.66
2216.11
1968.43
1570.48
1539.81
2352.51
1985.09
1400.65
1533.62
3392.17
1663.45
2030.81
2142.72
1680.03
2073.77
1259.58
1959.86
1695.48
2100.75
2270.01
2100.82
13164.25
1882.12
1538.81
2079.23
1124.91
926.9
958.73
969.59
2123.15
2566.67
2076.53
6541.45
1081.85
1326.11
2104.08
1131.52
2048.45
2798.53
1929.39
750.97
1519.31
1997.22
877.65
2099.04
3758.85
2092.52
2749.8
1150.05
2039.59
3526.33
1276.9
2110.81
1366.67
1279.4
2477.47
945.76
9350.66
1496.64
1358.39
3784.61
6582.87
1739.01
1399.75
4499.39
1969.78
4340.03
2018.69
1054.14
904.91
1527.12
2098.28
1209.04
2072.04
1006.26
1004.23
922.64
1292.93
1108.13
2404.87
1039.49
974.35
1139.06
1646.55
1199.94
1812.78
2077.89
1383.13
2331.52
2092.25
4438.62
1028.04
1255.25
2139.78
1188.41
2036.9
2568.8
3127.87
2094.84
1430.75
1802.15
1264.05
1453.33
1261.48
1533.62
1102.1
6829.35
2028.98
5385.14
906.48
5029.7
1529.6
1401.3
4783.98
2063.52
4131.98
2038.17
2106.04
2074.51
2080.06
972.97
2762.91
1922.38
2937.92
2064.1
3842.37
2187.06
2048.45
2367.85
2108.58
1094.53
1162.09
1204.45
984.98
1037.24
1516.09
2257.32
759.22
1268.26
2699.52
1251.5
1034.28
1661.72
1505.96
1260.79
1381.76
2436.86
1457.37
1465.45
1526.21
974.64
2111.21
2028.19
1973.87
1045.23
2344.61
1098.91
2040.02
11755.98
1534.45
1474.06
1041.82
3421.66
2331.52
1162.86
1445.15
1262.89
2002.26
3349.0
2077.41
1055.39
1520.66
7173.99
3645.57
1505.69
4011.7
3025.82
1410.74
2299.8
839.64
3805.66
903.31
893.71
2784.64
2024.71
1282.57
2555.25
3491.26
834.0
1539.35
2448.27
1974.76
3915.77
4819.43
1589.72
1040.08
2187.06
1975.56
1142.98
795.33
5436.44
819.3
853.01
1605.5
2032.24
2351.8
2111.62
3162.87
1530.36
2071.01
1720.61
2371.14
923.72
2854.35
1492.9
2053.79
944.29
4007.99
2304.08
1525.01
1810.48
1623.88
1030.06
1752.99
951.72
837.48
7848.41
