id,shape,weight,clarity,color,cut,polish,symmetry,fluorescence,price,length,width,depth,shape_CUSHION,shape_EMERALD,shape_HEART,shape_MARQUISE,shape_OVAL,shape_PEAR,shape_PRINCESS,shape_ROUND,encoded_clarity,encoded_color,encoded_cut,encoded_polish,encoded_symmetry,encoded_fluorescence,is_outlier
1783876,HEART,0.3,SI1,G,VG,VG,GD,N,884.06,3.98,4.63,2.68,0,0,1,0,0,0,0,0,6.0,4.0,1.0,1.0,2.0,0.0,False
1743844,EMERALD,0.54,VS1,L,EX,VG,VG,N,1058.97,5.39,3.99,2.6,0,1,0,0,0,0,0,0,4.0,9.0,0.0,1.0,1.0,0.0,False
1784946,CUSHION,0.5,SI1,G,VG,EX,GD,N,1259.15,4.87,4.29,2.78,1,0,0,0,0,0,0,0,6.0,4.0,1.0,0.0,2.0,0.0,False
1671666,ROUND,0.52,VVS2,J,EX,EX,EX,F,2180.11,5.16,5.18,3.21,0,0,0,0,0,0,0,1,3.0,7.0,0.0,0.0,0.0,3.0,False
1626209,CUSHION,0.9,VS2,G,EX,EX,EX,N,3427.05,6.12,5.12,3.45,1,0,0,0,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,False
1658582,ROUND,0.5,VS2,H,VG,EX,VG,F,2304.07,5.07,5.12,3.05,0,0,0,0,0,0,0,1,5.0,5.0,1.0,0.0,1.0,3.0,False
213057-128,PEAR,1.0,SI2,G,EX,VG,VG,F,4434.76,9.06,5.58,3.34,0,0,0,0,0,1,0,0,7.0,4.0,0.0,1.0,1.0,3.0,False
211169-26,CUSHION,1.0,SI2,L,VG,EX,VG,N,2247.57,6.22,5.27,3.62,1,0,0,0,0,0,0,0,7.0,9.0,1.0,0.0,1.0,0.0,False
1772717,PRINCESS,0.47,SI1,H,EX,EX,GD,N,1255.45,4.27,4.25,3.08,0,0,0,0,0,0,1,0,6.0,5.0,0.0,0.0,2.0,0.0,False
1771174,EMERALD,0.4,VS2,H,EX,EX,VG,N,1147.17,4.83,3.56,2.4,0,1,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
1628251,CUSHION,0.7,SI1,E,EX,EX,EX,N,2455.49,5.12,4.91,3.29,1,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,0.0,0.0,False
Eco Diamond LG200587,CUSHION,1.52,VVS2,H,EX,EX,EX,N,4944.08,6.56,6.25,4.21,1,0,0,0,0,0,0,0,3.0,5.0,0.0,0.0,0.0,0.0,False
1668240,EMERALD,0.52,SI1,I,EX,EX,VG,N,1409.53,5.72,3.75,2.38,0,1,0,0,0,0,0,0,6.0,6.0,0.0,0.0,1.0,0.0,False
200701-116,CUSHION,1.01,SI2,F,EX,VG,VG,N,2281.0,5.93,5.79,3.83,1,0,0,0,0,0,0,0,7.0,3.0,0.0,1.0,1.0,0.0,False
200793-1325,CUSHION,1.01,SI2,G,EX,VG,VG,N,3001.29,6.33,5.37,3.58,1,0,0,0,0,0,0,0,7.0,4.0,0.0,1.0,1.0,0.0,False
1779750,CUSHION,0.7,VS1,I,EX,VG,VG,N,2194.35,5.15,4.65,3.32,1,0,0,0,0,0,0,0,4.0,6.0,0.0,1.0,1.0,0.0,False
1652998,OVAL,0.5,SI2,I,VG,VG,VG,ST,977.78,5.96,4.42,2.79,0,0,0,0,1,0,0,0,7.0,6.0,1.0,1.0,1.0,5.0,False
1658476,ROUND,0.6,VS1,M,EX,EX,EX,N,1536.74,5.38,5.41,3.37,0,0,0,0,0,0,0,1,4.0,10.0,0.0,0.0,0.0,0.0,False
1657747,EMERALD,0.63,VVS2,L,EX,EX,EX,F,1406.85,5.91,4.13,2.71,0,1,0,0,0,0,0,0,3.0,9.0,0.0,0.0,0.0,3.0,False
201162-344,CUSHION,1.0,SI1,M,VG,EX,VG,F,1534.49,6.24,5.27,3.66,1,0,0,0,0,0,0,0,6.0,10.0,1.0,0.0,1.0,3.0,False
1626227,CUSHION,0.81,SI1,I,EX,EX,VG,F,2099.21,5.54,5.08,3.45,1,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,1.0,3.0,False
1793202,HEART,0.32,VS2,H,EX,EX,VG,N,1094.04,4.13,4.81,2.75,0,0,1,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
1755516,CUSHION,0.9,SI1,F,VG,EX,VG,N,3697.89,5.56,5.19,3.62,1,0,0,0,0,0,0,0,6.0,3.0,1.0,0.0,1.0,0.0,False
1769777,OVAL,0.51,SI1,I,EX,EX,VG,ST,1349.89,6.49,4.49,2.72,0,0,0,0,1,0,0,0,6.0,6.0,0.0,0.0,1.0,5.0,False
1765210,PRINCESS,0.6,SI1,F,EX,EX,GD,F,1833.75,4.69,4.63,3.34,0,0,0,0,0,0,1,0,6.0,3.0,0.0,0.0,2.0,3.0,False
1642242,CUSHION,0.8,SI2,F,VG,EX,VG,M,2116.52,5.51,5.14,3.45,1,0,0,0,0,0,0,0,7.0,3.0,1.0,0.0,1.0,4.0,False
1796088,PEAR,0.5,VS1,D,GD,EX,VG,N,2033.09,6.59,4.41,2.86,0,0,0,0,0,1,0,0,4.0,1.0,2.0,0.0,1.0,0.0,False
1775230,EMERALD,0.32,VVS2,F,EX,VG,VG,F,1012.99,4.83,3.18,2.09,0,1,0,0,0,0,0,0,3.0,3.0,0.0,1.0,1.0,3.0,False
1667669,ROUND,0.61,VVS2,J,EX,EX,EX,F,2551.35,5.41,5.43,3.38,0,0,0,0,0,0,0,1,3.0,7.0,0.0,0.0,0.0,3.0,False
1785437,OVAL,0.5,SI2,F,EX,EX,VG,N,1620.71,5.99,4.47,2.77,0,0,0,0,1,0,0,0,7.0,3.0,0.0,0.0,1.0,0.0,False
1800782,HEART,0.31,SI1,E,EX,EX,VG,F,979.25,4.23,4.69,2.62,0,0,1,0,0,0,0,0,6.0,2.0,0.0,0.0,1.0,3.0,False
1766860,EMERALD,0.4,VVS1,G,EX,EX,EX,N,1409.6,4.77,3.52,2.37,0,1,0,0,0,0,0,0,2.0,4.0,0.0,0.0,0.0,0.0,False
1779457,ROUND,0.32,VVS1,D,EX,EX,EX,N,1445.12,4.36,4.39,2.73,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,False
1759381,OVAL,0.77,SI1,J,EX,EX,VG,F,2236.75,7.61,5.03,3.08,0,0,0,0,1,0,0,0,6.0,7.0,0.0,0.0,1.0,3.0,False
1665492,ROUND,0.53,SI1,I,EX,EX,EX,N,2075.91,5.16,5.19,3.21,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0,False
1628514,OVAL,0.5,SI1,D,EX,EX,VG,N,1620.07,6.48,4.43,2.75,0,0,0,0,1,0,0,0,6.0,1.0,0.0,0.0,1.0,0.0,False
1729623,PRINCESS,0.5,VS2,D,VG,VG,GD,N,1662.99,4.51,4.49,3.17,0,0,0,0,0,0,1,0,5.0,1.0,1.0,1.0,2.0,0.0,False
1755667,OVAL,0.8,SI2,K,EX,VG,VG,F,1257.36,7.89,5.09,3.15,0,0,0,0,1,0,0,0,7.0,8.0,0.0,1.0,1.0,3.0,False
1639795,OVAL,0.5,VS2,G,EX,EX,VG,N,1761.9,6.92,4.37,2.52,0,0,0,0,1,0,0,0,5.0,4.0,0.0,0.0,1.0,0.0,False
1777526,MARQUISE,0.5,VS1,D,EX,VG,GD,N,2007.94,8.83,4.01,2.3,0,0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,2.0,0.0,False
1772506,CUSHION,0.5,VVS2,I,EX,EX,VG,N,1418.79,4.44,4.43,3.0,1,0,0,0,0,0,0,0,3.0,6.0,0.0,0.0,1.0,0.0,False
1667155,CUSHION,0.53,VS1,I,EX,EX,VG,N,1424.37,5.19,4.29,2.9,1,0,0,0,0,0,0,0,4.0,6.0,0.0,0.0,1.0,0.0,False
1771606,PEAR,0.59,VS2,E,EX,EX,VG,N,1987.22,7.67,4.57,2.76,0,0,0,0,0,1,0,0,5.0,2.0,0.0,0.0,1.0,0.0,False
1786222,ROUND,0.5,SI1,F,GD,EX,GD,N,2053.49,4.96,5.0,3.14,0,0,0,0,0,0,0,1,6.0,3.0,2.0,0.0,2.0,0.0,False
1793417,PRINCESS,0.5,SI1,G,GD,EX,GD,N,1498.35,4.3,4.2,3.2,0,0,0,0,0,0,1,0,6.0,4.0,2.0,0.0,2.0,0.0,False
201241-203,CUSHION,2.0,SI2,I,EX,EX,VG,F,11968.98,7.1,7.09,4.82,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,1.0,3.0,False
1632720,CUSHION,0.8,VS2,H,EX,EX,VG,N,2567.32,5.49,4.99,3.39,1,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
1584388,CUSHION,0.8,VS2,I,EX,EX,EX,N,2301.83,5.5,5.0,3.4,1,0,0,0,0,0,0,0,5.0,6.0,0.0,0.0,0.0,0.0,False
1606825,CUSHION,0.5,VVS1,L,VG,EX,VG,ST,822.17,4.72,4.23,2.95,1,0,0,0,0,0,0,0,2.0,9.0,1.0,0.0,1.0,5.0,False
1750523,PRINCESS,0.5,SI1,D,EX,VG,VG,N,1591.14,4.43,4.41,3.15,0,0,0,0,0,0,1,0,6.0,1.0,0.0,1.0,1.0,0.0,False
1789003,EMERALD,0.5,SI1,F,VG,VG,FR,F,1410.46,5.21,3.94,2.39,0,1,0,0,0,0,0,0,6.0,3.0,1.0,1.0,3.0,3.0,False
1655866,ROUND,0.5,VS2,F,EX,EX,EX,F,2568.5,5.04,5.08,3.17,0,0,0,0,0,0,0,1,5.0,3.0,0.0,0.0,0.0,3.0,False
1755279,ROUND,0.5,SI1,F,EX,EX,EX,ST,2020.58,5.11,5.14,3.11,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,0.0,5.0,False
1594165,PRINCESS,0.51,VVS2,K,VG,VG,VG,N,1012.43,4.31,4.22,3.14,0,0,0,0,0,0,1,0,3.0,8.0,1.0,1.0,1.0,0.0,False
1611136,ROUND,0.24,VVS2,D,EX,EX,EX,N,1040.04,4.01,4.05,2.42,0,0,0,0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,0.0,False
1628232,CUSHION,0.8,VS2,J,EX,EX,VG,F,2166.14,5.22,5.1,3.46,1,0,0,0,0,0,0,0,5.0,7.0,0.0,0.0,1.0,3.0,False
1778196,ROUND,0.4,SI1,F,EX,EX,EX,N,1498.03,4.73,4.75,2.94,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,0.0,0.0,False
1788206,PRINCESS,0.5,VVS2,H,EX,EX,GD,N,1718.73,4.24,4.24,3.06,0,0,0,0,0,0,1,0,3.0,5.0,0.0,0.0,2.0,0.0,False
1795950,MARQUISE,0.38,SI1,D,EX,VG,GD,F,1012.36,8.26,3.77,2.18,0,0,0,1,0,0,0,0,6.0,1.0,0.0,1.0,2.0,3.0,False
1788744,ROUND,0.5,SI2,D,EX,EX,EX,N,2104.08,5.07,5.08,3.18,0,0,0,0,0,0,0,1,7.0,1.0,0.0,0.0,0.0,0.0,False
1768508,ROUND,0.34,VVS1,F,EX,EX,EX,N,1472.4,4.49,4.51,2.8,0,0,0,0,0,0,0,1,2.0,3.0,0.0,0.0,0.0,0.0,False
1790066,CUSHION,0.69,VS2,FANCY,EX,EX,GD,N,3140.14,4.82,4.67,3.23,1,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,0.0,False
1779755,CUSHION,0.4,SI1,G,VG,VG,VG,N,1034.99,4.32,3.92,2.73,1,0,0,0,0,0,0,0,6.0,4.0,1.0,1.0,1.0,0.0,False
1799889,EMERALD,0.3,VS2,E,GD,GD,GD,F,901.8,4.84,3.16,2.03,0,1,0,0,0,0,0,0,5.0,2.0,2.0,2.0,2.0,3.0,False
1756065,ROUND,0.5,SI1,E,VG,EX,GD,N,2103.46,4.98,5.02,3.17,0,0,0,0,0,0,0,1,6.0,2.0,1.0,0.0,2.0,0.0,False
1801616,ROUND,0.46,VS1,G,EX,EX,EX,N,2062.32,4.9,4.92,3.09,0,0,0,0,0,0,0,1,4.0,4.0,0.0,0.0,0.0,0.0,False
1800024,HEART,0.3,VS2,D,VG,VG,GD,N,1122.41,4.03,4.75,2.63,0,0,1,0,0,0,0,0,5.0,1.0,1.0,1.0,2.0,0.0,False
1668303,MARQUISE,0.5,SI1,K,EX,EX,EX,N,1029.67,8.81,4.06,2.36,0,0,0,1,0,0,0,0,6.0,8.0,0.0,0.0,0.0,0.0,False
1658471,ROUND,0.52,VS1,J,EX,EX,EX,N,2073.83,5.17,5.2,3.19,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0,False
1762521,ROUND,0.5,SI2,E,EX,EX,VG,N,2067.07,5.03,5.09,3.16,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,1.0,0.0,False
1794351,EMERALD,0.32,IF,D,EX,EX,VG,N,1288.19,4.49,3.3,2.25,0,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,False
1672163,ROUND,0.5,SI1,G,EX,EX,VG,ST,1975.49,5.02,5.05,3.17,0,0,0,0,0,0,0,1,6.0,4.0,0.0,0.0,1.0,5.0,False
200713-41,CUSHION,0.97,SI2,G,EX,EX,VG,N,3641.97,6.43,5.18,3.52,1,0,0,0,0,0,0,0,7.0,4.0,0.0,0.0,1.0,0.0,False
1652680,CUSHION,0.81,VS2,F,EX,EX,VG,M,2817.8,5.45,5.2,3.42,1,0,0,0,0,0,0,0,5.0,3.0,0.0,0.0,1.0,4.0,False
1652378,ROUND,0.5,SI1,H,VG,EX,VG,F,2100.82,4.92,4.99,3.16,0,0,0,0,0,0,0,1,6.0,5.0,1.0,0.0,1.0,3.0,False
211099-248,CUSHION,1.01,SI1,H,EX,VG,VG,ST,3775.07,6.23,5.41,3.66,1,0,0,0,0,0,0,0,6.0,5.0,0.0,1.0,1.0,5.0,False
1784854,ROUND,0.31,VS2,I,EX,EX,EX,N,1086.75,4.33,4.36,2.7,0,0,0,0,0,0,0,1,5.0,6.0,0.0,0.0,0.0,0.0,False
1793440,PRINCESS,0.31,VVS2,G,EX,EX,GD,N,926.91,3.81,3.76,2.63,0,0,0,0,0,0,1,0,3.0,4.0,0.0,0.0,2.0,0.0,False
1761960,PRINCESS,0.41,VVS2,G,EX,VG,VG,N,1315.73,4.2,4.15,2.95,0,0,0,0,0,0,1,0,3.0,4.0,0.0,1.0,1.0,0.0,False
1792926,ROUND,0.3,VS1,F,EX,EX,EX,N,1212.1,4.28,4.3,2.69,0,0,0,0,0,0,0,1,4.0,3.0,0.0,0.0,0.0,0.0,False
1800746,HEART,0.33,VS1,G,EX,VG,GD,F,1063.09,4.07,4.84,2.82,0,0,1,0,0,0,0,0,4.0,4.0,0.0,1.0,2.0,3.0,False
1794826,PRINCESS,0.7,VS2,K,VG,EX,VG,N,1660.78,4.65,4.64,3.47,0,0,0,0,0,0,1,0,5.0,8.0,1.0,0.0,1.0,0.0,False
1775345,MARQUISE,0.31,SI1,E,EX,VG,GD,F,877.65,7.6,3.44,1.99,0,0,0,1,0,0,0,0,6.0,2.0,0.0,1.0,2.0,3.0,False
1791711,CUSHION,0.9,SI1,E,VG,EX,VG,N,3489.83,5.58,5.22,3.65,1,0,0,0,0,0,0,0,6.0,2.0,1.0,0.0,1.0,0.0,False
1655392,ROUND,0.26,VS1,E,EX,EX,EX,N,1025.59,4.14,4.15,2.48,0,0,0,0,0,0,0,1,4.0,2.0,0.0,0.0,0.0,0.0,False
1789842,EMERALD,0.52,SI1,L,EX,EX,VG,F,1057.74,5.58,3.99,2.52,0,1,0,0,0,0,0,0,6.0,9.0,0.0,0.0,1.0,3.0,False
1799878,EMERALD,0.31,VS2,D,EX,VG,VG,N,1041.16,4.81,3.15,2.04,0,1,0,0,0,0,0,0,5.0,1.0,0.0,1.0,1.0,0.0,False
1769463,CUSHION,0.4,VS2,I,EX,EX,VG,N,1065.38,4.78,3.89,2.64,1,0,0,0,0,0,0,0,5.0,6.0,0.0,0.0,1.0,0.0,False
1609129,ROUND,0.5,VVS2,E,GD,VG,FR,N,1985.0,4.84,4.93,3.24,0,0,0,0,0,0,0,1,3.0,2.0,2.0,1.0,3.0,0.0,False
1800353,PRINCESS,0.51,SI2,F,EX,EX,GD,N,1403.31,4.35,4.3,3.09,0,0,0,0,0,0,1,0,7.0,3.0,0.0,0.0,2.0,0.0,False
1777043,ROUND,0.5,SI2,I,VG,VG,GD,N,1473.78,4.94,5.02,3.23,0,0,0,0,0,0,0,1,7.0,6.0,1.0,1.0,2.0,0.0,False
1771076,CUSHION,0.5,VS2,F,VG,EX,VG,N,1518.67,4.75,4.29,2.89,1,0,0,0,0,0,0,0,5.0,3.0,1.0,0.0,1.0,0.0,False
1801466,ROUND,0.56,SI2,G,EX,EX,EX,F,2075.71,5.25,5.27,3.31,0,0,0,0,0,0,0,1,7.0,4.0,0.0,0.0,0.0,3.0,False
1756594,OVAL,0.4,VS1,E,EX,EX,VG,F,1301.98,5.72,4.28,2.61,0,0,0,0,1,0,0,0,4.0,2.0,0.0,0.0,1.0,3.0,False
1751784,EMERALD,0.41,VS2,D,EX,EX,VG,M,1148.07,5.02,3.53,2.31,0,1,0,0,0,0,0,0,5.0,1.0,0.0,0.0,1.0,4.0,False
1641898,ROUND,0.5,SI1,H,VG,EX,EX,N,2187.19,5.05,5.08,3.17,0,0,0,0,0,0,0,1,6.0,5.0,1.0,0.0,0.0,0.0,False
1652948,OVAL,0.53,VS2,I,EX,EX,VG,VS,1124.77,6.65,4.56,2.8,0,0,0,0,1,0,0,0,5.0,6.0,0.0,0.0,1.0,6.0,False
1609757,CUSHION,0.92,VVS1,L,EX,EX,EX,N,2089.31,5.77,5.24,3.54,1,0,0,0,0,0,0,0,2.0,9.0,0.0,0.0,0.0,0.0,False
1795353,ROUND,0.5,SI1,I,EX,EX,VG,N,2040.02,5.03,5.09,3.17,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,1.0,0.0,False
1783274,ROUND,0.5,VS2,E,VG,EX,GD,N,2351.8,5.0,5.07,3.16,0,0,0,0,0,0,0,1,5.0,2.0,1.0,0.0,2.0,0.0,False
1615061,CUSHION,0.81,SI2,D,EX,EX,VG,N,2111.99,5.73,4.98,3.38,1,0,0,0,0,0,0,0,7.0,1.0,0.0,0.0,1.0,0.0,False
1669447,CUSHION,0.9,SI1,M,EX,EX,VG,F,1565.85,5.64,5.39,3.6,1,0,0,0,0,0,0,0,6.0,10.0,0.0,0.0,1.0,3.0,False
1662801,ROUND,0.5,SI1,E,VG,VG,GD,N,2052.37,5.03,5.08,3.1,0,0,0,0,0,0,0,1,6.0,2.0,1.0,1.0,2.0,0.0,False
1799576,ROUND,0.32,SI2,E,EX,EX,EX,N,1082.68,4.47,4.48,2.68,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,0.0,0.0,False
1791136,HEART,0.31,SI2,E,EX,EX,VG,N,902.26,4.04,4.78,2.76,0,0,1,0,0,0,0,0,7.0,2.0,0.0,0.0,1.0,0.0,False
1798740,OVAL,0.5,VVS2,J,EX,EX,VG,N,1597.9,6.96,4.41,2.56,0,0,0,0,1,0,0,0,3.0,7.0,0.0,0.0,1.0,0.0,False
211177-144,CUSHION,1.0,SI2,J,VG,VG,VG,N,3480.83,5.88,5.34,3.73,1,0,0,0,0,0,0,0,7.0,7.0,1.0,1.0,1.0,0.0,False
1618589,ROUND,0.24,VVS2,F,EX,EX,EX,N,1040.04,4.01,4.04,2.48,0,0,0,0,0,0,0,1,3.0,3.0,0.0,0.0,0.0,0.0,False
201162-370,CUSHION,1.06,SI2,K,EX,VG,VG,N,1553.91,5.97,5.42,3.68,1,0,0,0,0,0,0,0,7.0,8.0,0.0,1.0,1.0,0.0,False
1778116,ROUND,0.5,SI2,F,EX,EX,EX,N,2066.92,5.06,5.1,3.18,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0,False
1783774,EMERALD,0.33,VVS2,F,VG,VG,GD,N,1061.4,5.03,3.15,2.15,0,1,0,0,0,0,0,0,3.0,3.0,1.0,1.0,2.0,0.0,False
1599690,ROUND,0.59,SI2,H,EX,EX,EX,N,2042.45,5.33,5.37,3.33,0,0,0,0,0,0,0,1,7.0,5.0,0.0,0.0,0.0,0.0,False
210066-693,PEAR,1.6,SI2,K,EX,VG,VG,N,6087.78,10.95,6.52,3.78,0,0,0,0,0,1,0,0,7.0,8.0,0.0,1.0,1.0,0.0,False
1791056,EMERALD,0.3,VS2,E,EX,EX,VG,N,1031.12,4.77,3.13,2.11,0,1,0,0,0,0,0,0,5.0,2.0,0.0,0.0,1.0,0.0,False
1646816,ROUND,0.51,VS1,J,EX,EX,EX,N,2059.12,5.08,5.12,3.18,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0,False
211083-148,CUSHION,1.0,SI1,F,VG,EX,GD,F,3885.83,5.95,5.41,3.72,1,0,0,0,0,0,0,0,6.0,3.0,1.0,0.0,2.0,3.0,False
1621852,ROUND,0.5,SI1,K,EX,EX,EX,F,1403.12,5.09,5.12,3.15,0,0,0,0,0,0,0,1,6.0,8.0,0.0,0.0,0.0,3.0,False
1763977,HEART,0.29,VS2,D,VG,VG,VG,N,1043.24,4.01,4.74,2.69,0,0,1,0,0,0,0,0,5.0,1.0,1.0,1.0,1.0,0.0,False
1780008,PRINCESS,0.4,VVS2,D,VG,VG,VG,N,1458.3,4.03,3.96,2.94,0,0,0,0,0,0,1,0,3.0,1.0,1.0,1.0,1.0,0.0,False
1656373,CUSHION,0.51,VS1,G,EX,EX,EX,N,1627.21,4.76,4.33,2.94,1,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,False
1640444,ROUND,0.57,SI2,G,EX,EX,EX,N,2031.06,5.26,5.28,3.31,0,0,0,0,0,0,0,1,7.0,4.0,0.0,0.0,0.0,0.0,False
1794325,EMERALD,0.41,VVS2,F,EX,EX,VG,F,1430.74,5.47,3.47,2.18,0,1,0,0,0,0,0,0,3.0,3.0,0.0,0.0,1.0,3.0,False
1763002,OVAL,0.5,VVS2,F,EX,VG,VG,N,2028.12,6.04,4.51,2.83,0,0,0,0,1,0,0,0,3.0,3.0,0.0,1.0,1.0,0.0,False
1643994,ROUND,0.5,VVS1,J,EX,EX,EX,N,2018.69,5.04,5.07,3.19,0,0,0,0,0,0,0,1,2.0,7.0,0.0,0.0,0.0,0.0,False
1601292,CUSHION,0.66,I2,FANCY,EX,VG,VG,F,1014.51,5.0,4.73,3.15,1,0,0,0,0,0,0,0,9.0,0.0,0.0,1.0,1.0,3.0,False
1783288,ROUND,0.5,VS2,G,GD,EX,GD,N,2105.01,4.93,4.96,3.18,0,0,0,0,0,0,0,1,5.0,4.0,2.0,0.0,2.0,0.0,False
1630796,ROUND,0.52,SI1,E,EX,EX,EX,F,2331.0,5.25,5.28,3.15,0,0,0,0,0,0,0,1,6.0,2.0,0.0,0.0,0.0,3.0,False
1784477,ROUND,0.5,SI1,E,GD,EX,VG,N,2077.03,4.94,4.97,3.2,0,0,0,0,0,0,0,1,6.0,2.0,2.0,0.0,1.0,0.0,False
212001-119,CUSHION,1.0,VS1,K,GD,EX,GD,N,2834.65,5.61,5.29,3.8,1,0,0,0,0,0,0,0,4.0,8.0,2.0,0.0,2.0,0.0,False
1769453,CUSHION,0.81,VS2,G,EX,EX,VG,N,3160.69,5.72,4.98,3.37,1,0,0,0,0,0,0,0,5.0,4.0,0.0,0.0,1.0,0.0,False
1782942,OVAL,0.59,VS1,G,EX,EX,GD,N,2237.49,7.0,4.63,2.85,0,0,0,0,1,0,0,0,4.0,4.0,0.0,0.0,2.0,0.0,False
1767629,ROUND,0.5,SI2,F,EX,EX,EX,N,2111.87,5.05,5.07,3.16,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0,False
1572837,CUSHION,0.59,VS2,FANCY,VG,VG,GD,M,1502.6,4.69,4.51,3.08,1,0,0,0,0,0,0,0,5.0,0.0,1.0,1.0,2.0,4.0,False
1758271,OVAL,0.5,VS1,F,EX,EX,VG,N,1879.45,6.58,4.33,2.67,0,0,0,0,1,0,0,0,4.0,3.0,0.0,0.0,1.0,0.0,False
1789916,HEART,0.3,VS1,G,EX,VG,VG,N,1091.99,3.99,4.68,2.74,0,0,1,0,0,0,0,0,4.0,4.0,0.0,1.0,1.0,0.0,False
1650983,CUSHION,0.9,VS1,K,VG,EX,VG,N,2344.02,5.56,5.17,3.61,1,0,0,0,0,0,0,0,4.0,8.0,1.0,0.0,1.0,0.0,False
1777430,EMERALD,0.31,VS2,E,EX,EX,VG,N,1029.62,4.59,3.37,2.16,0,1,0,0,0,0,0,0,5.0,2.0,0.0,0.0,1.0,0.0,False
1783771,EMERALD,0.3,VVS2,E,EX,VG,VG,N,1058.95,4.78,3.1,2.1,0,1,0,0,0,0,0,0,3.0,2.0,0.0,1.0,1.0,0.0,False
1782798,HEART,0.3,VS2,I,EX,EX,VG,N,868.34,4.22,4.6,2.61,0,0,1,0,0,0,0,0,5.0,6.0,0.0,0.0,1.0,0.0,False
1767983,HEART,0.3,SI1,G,VG,VG,VG,N,866.31,3.94,4.64,2.55,0,0,1,0,0,0,0,0,6.0,4.0,1.0,1.0,1.0,0.0,False
1761674,HEART,0.4,SI2,I,VG,EX,VG,M,867.31,4.53,5.02,2.98,0,0,1,0,0,0,0,0,7.0,6.0,1.0,0.0,1.0,4.0,False
1651862,CUSHION,0.56,VVS1,FANCY,EX,EX,VG,N,1595.8,4.64,4.49,3.02,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,False
1786217,ROUND,0.5,SI1,F,EX,EX,EX,N,2508.86,5.07,5.1,3.18,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,0.0,0.0,False
1761695,HEART,0.3,VS1,E,EX,EX,VG,N,1120.39,3.94,4.71,2.83,0,0,1,0,0,0,0,0,4.0,2.0,0.0,0.0,1.0,0.0,False
1756389,CUSHION,0.5,SI1,E,EX,EX,EX,N,1462.71,4.84,4.21,2.85,1,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,0.0,0.0,False
1793415,PRINCESS,0.5,SI1,F,EX,EX,VG,N,1499.88,4.36,4.36,2.98,0,0,0,0,0,0,1,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1799199,ROUND,0.65,VS2,K,EX,EX,EX,N,2080.36,5.53,5.55,3.43,0,0,0,0,0,0,0,1,5.0,8.0,0.0,0.0,0.0,0.0,False
1673057,ROUND,0.5,VVS2,E,EX,EX,EX,M,2568.78,5.04,5.07,3.16,0,0,0,0,0,0,0,1,3.0,2.0,0.0,0.0,0.0,4.0,False
1664660,OVAL,0.5,VS2,M,VG,EX,GD,ST,770.27,6.56,4.44,2.64,0,0,0,0,1,0,0,0,5.0,10.0,1.0,0.0,2.0,5.0,False
1637756,ROUND,0.5,SI1,G,VG,EX,VG,ST,2028.27,4.96,5.01,3.17,0,0,0,0,0,0,0,1,6.0,4.0,1.0,0.0,1.0,5.0,False
1667353,OVAL,0.5,VVS1,D,EX,EX,VG,F,1960.06,6.16,4.58,2.81,0,0,0,0,1,0,0,0,2.0,1.0,0.0,0.0,1.0,3.0,False
1781402,HEART,0.3,SI1,H,EX,VG,VG,N,946.42,4.13,4.56,2.59,0,0,1,0,0,0,0,0,6.0,5.0,0.0,1.0,1.0,0.0,False
1798609,EMERALD,0.33,VS1,E,EX,VG,GD,F,1013.41,4.82,3.24,2.14,0,1,0,0,0,0,0,0,4.0,2.0,0.0,1.0,2.0,3.0,False
