id,shape,weight,clarity,color,cut,polish,symmetry,fluorescence,price,length,width,depth,shape_CUSHION,shape_EMERALD,shape_HEART,shape_MARQUISE,shape_OVAL,shape_PEAR,shape_PRINCESS,shape_ROUND,encoded_clarity,encoded_color,encoded_cut,encoded_polish,encoded_symmetry,encoded_fluorescence,is_outlier
1787236,ROUND,0.5,SI2,D,EX,EX,VG,N,2080.56,5.06,5.1,3.16,0,0,0,0,0,0,0,1,7.0,1.0,0.0,0.0,1.0,0.0,False
1738040,CUSHION,0.75,SI1,D,EX,EX,GD,N,2597.07,5.39,5.0,3.39,1,0,0,0,0,0,0,0,6.0,1.0,0.0,0.0,2.0,0.0,False
1624912,CUSHION,0.9,SI1,E,EX,EX,VG,N,3915.77,5.5,5.42,3.66,1,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,1.0,0.0,False
1787334,ROUND,0.42,VS1,I,EX,EX,EX,N,1538.37,4.78,4.79,2.99,0,0,0,0,0,0,0,1,4.0,6.0,0.0,0.0,0.0,0.0,False
1781726,PRINCESS,0.4,VVS1,I,EX,EX,VG,M,1067.4,4.11,4.04,2.82,0,0,0,0,0,0,1,0,2.0,6.0,0.0,0.0,1.0,4.0,False
210310-53,CUSHION,1.01,SI2,I,EX,EX,GD,F,2837.98,5.77,5.57,3.76,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,2.0,3.0,False
1765736,OVAL,0.5,VS1,F,EX,EX,VG,N,1972.43,6.21,4.54,2.77,0,0,0,0,1,0,0,0,4.0,3.0,0.0,0.0,1.0,0.0,False
1744895,ROUND,0.49,VVS2,F,GD,EX,GD,N,2055.55,5.0,5.06,3.05,0,0,0,0,0,0,0,1,3.0,3.0,2.0,0.0,2.0,0.0,False
1770761,ROUND,0.5,SI2,F,EX,EX,EX,N,2101.6,5.15,5.17,3.08,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0,False
1640852,CUSHION,0.7,SI2,H,VG,EX,VG,N,1603.54,5.23,4.72,3.29,1,0,0,0,0,0,0,0,7.0,5.0,1.0,0.0,1.0,0.0,False
1750304,HEART,0.32,SI1,E,EX,VG,VG,N,927.0,4.38,4.79,2.81,0,0,1,0,0,0,0,0,6.0,2.0,0.0,1.0,1.0,0.0,False
1615092,CUSHION,0.52,SI1,I,EX,EX,VG,F,1211.61,4.77,4.43,2.99,1,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,1.0,3.0,False
1636343,OVAL,0.5,VS2,K,EX,EX,VG,N,1182.72,6.58,4.46,2.66,0,0,0,0,1,0,0,0,5.0,8.0,0.0,0.0,1.0,0.0,False
1789522,ROUND,0.5,SI2,D,GD,EX,VG,N,1963.17,5.01,5.07,3.05,0,0,0,0,0,0,0,1,7.0,1.0,2.0,0.0,1.0,0.0,False
1791384,ROUND,0.73,SI1,N,EX,EX,EX,F,2006.01,5.72,5.76,3.58,0,0,0,0,0,0,0,1,6.0,11.0,0.0,0.0,0.0,3.0,False
1779754,CUSHION,0.44,SI1,D,EX,VG,GD,M,1059.29,4.95,4.0,2.68,1,0,0,0,0,0,0,0,6.0,1.0,0.0,1.0,2.0,4.0,False
1797429,PEAR,0.9,VS1,F,EX,EX,VG,N,6503.29,8.27,5.4,3.39,0,0,0,0,0,1,0,0,4.0,3.0,0.0,0.0,1.0,0.0,False
1764976,EMERALD,0.4,VS1,D,EX,EX,VG,M,1283.05,4.96,3.54,2.39,0,1,0,0,0,0,0,0,4.0,1.0,0.0,0.0,1.0,4.0,False
1660166,CUSHION,0.82,VS2,L,EX,VG,EX,M,1603.42,5.44,5.17,3.51,1,0,0,0,0,0,0,0,5.0,9.0,0.0,1.0,0.0,4.0,False
202221-227,OVAL,1.0,SI2,S-T,VG,VG,VG,F,1920.19,8.21,5.32,3.4,0,0,0,0,1,0,0,0,7.0,15.0,1.0,1.0,1.0,3.0,False
1781743,PRINCESS,0.35,VS1,G,VG,VG,GD,N,963.25,3.77,3.73,2.72,0,0,0,0,0,0,1,0,4.0,4.0,1.0,1.0,2.0,0.0,False
212096-24,CUSHION,1.0,VS1,G,EX,EX,EX,N,5286.84,5.76,5.56,3.75,1,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,False
1758278,OVAL,0.5,VS2,H,EX,EX,VG,N,1663.86,6.25,4.49,2.78,0,0,0,0,1,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
1789923,HEART,0.3,VS2,D,VG,EX,GD,F,1041.78,4.02,4.67,2.69,0,0,1,0,0,0,0,0,5.0,1.0,1.0,0.0,2.0,3.0,False
1786496,EMERALD,0.4,IF,H,EX,EX,VG,F,1264.81,5.31,3.44,2.29,0,1,0,0,0,0,0,0,1.0,5.0,0.0,0.0,1.0,3.0,False
1577739,CUSHION,0.81,VS2,I,VG,EX,VG,N,2291.34,5.25,5.12,3.52,1,0,0,0,0,0,0,0,5.0,6.0,1.0,0.0,1.0,0.0,False
1671589,PRINCESS,0.5,VVS2,G,EX,VG,GD,N,1659.84,4.23,4.2,3.04,0,0,0,0,0,0,1,0,3.0,4.0,0.0,1.0,2.0,0.0,False
1655909,ROUND,0.5,VS2,I,EX,VG,EX,F,2078.47,5.13,5.15,3.1,0,0,0,0,0,0,0,1,5.0,6.0,0.0,1.0,0.0,3.0,False
1651493,OVAL,0.59,VS2,K,EX,EX,VG,ST,1144.56,6.68,4.8,2.85,0,0,0,0,1,0,0,0,5.0,8.0,0.0,0.0,1.0,5.0,False
211017-134,CUSHION,1.01,SI2,E,EX,EX,VG,F,3640.86,5.7,5.56,3.77,1,0,0,0,0,0,0,0,7.0,2.0,0.0,0.0,1.0,3.0,False
1800016,HEART,0.3,VS1,H,EX,VG,VG,N,1093.95,4.04,4.72,2.78,0,0,1,0,0,0,0,0,4.0,5.0,0.0,1.0,1.0,0.0,False
1761158,ROUND,0.53,VS2,I,EX,EX,EX,F,2343.66,5.15,5.19,3.23,0,0,0,0,0,0,0,1,5.0,6.0,0.0,0.0,0.0,3.0,False
1789490,ROUND,0.5,SI1,F,GD,VG,GD,N,2053.49,5.03,5.08,3.04,0,0,0,0,0,0,0,1,6.0,3.0,2.0,1.0,2.0,0.0,False
1778117,ROUND,0.5,SI2,F,EX,EX,EX,N,2088.15,5.07,5.1,3.17,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0,False
1756946,ROUND,0.5,SI2,F,EX,EX,EX,F,2087.23,5.04,5.08,3.17,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,3.0,False
1763839,ROUND,0.23,VS2,E,EX,EX,EX,N,951.72,3.94,3.97,2.4,0,0,0,0,0,0,0,1,5.0,2.0,0.0,0.0,0.0,0.0,False
1637690,ROUND,0.5,SI1,D,EX,EX,EX,F,2028.12,5.06,5.09,3.15,0,0,0,0,0,0,0,1,6.0,1.0,0.0,0.0,0.0,3.0,False
210394-184,PEAR,1.5,SI1,G,VG,VG,VG,N,13336.86,9.53,6.32,3.97,0,0,0,0,0,1,0,0,6.0,4.0,1.0,1.0,1.0,0.0,False
1783754,EMERALD,0.4,VS2,H,EX,EX,VG,N,1191.82,4.91,3.56,2.35,0,1,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
1799276,ROUND,0.65,SI1,J,EX,EX,EX,N,2092.52,5.47,5.52,3.45,0,0,0,0,0,0,0,1,6.0,7.0,0.0,0.0,0.0,0.0,False
1771365,HEART,0.3,SI1,D,VG,EX,GD,N,945.89,4.01,4.7,2.79,0,0,1,0,0,0,0,0,6.0,1.0,1.0,0.0,2.0,0.0,False
1763461,ROUND,0.37,IF,J,EX,EX,EX,N,1162.15,4.6,4.63,2.83,0,0,0,0,0,0,0,1,1.0,7.0,0.0,0.0,0.0,0.0,False
1778111,ROUND,0.51,SI2,F,EX,EX,EX,N,2123.15,5.16,5.17,3.13,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0,False
1654290,OVAL,0.51,VVS2,J,EX,EX,VG,N,1401.3,6.44,4.43,2.73,0,0,0,0,1,0,0,0,3.0,7.0,0.0,0.0,1.0,0.0,False
210217-30,CUSHION,1.79,VS2,H,VG,EX,EX,M,11713.93,6.67,6.56,4.59,1,0,0,0,0,0,0,0,5.0,5.0,1.0,0.0,0.0,4.0,False
1797246,EMERALD,0.31,VVS2,E,EX,EX,GD,N,1036.88,4.44,3.28,2.24,0,1,0,0,0,0,0,0,3.0,2.0,0.0,0.0,2.0,0.0,False
1632914,OVAL,0.7,SI1,I,EX,EX,VG,N,2363.37,7.39,4.87,3.01,0,0,0,0,1,0,0,0,6.0,6.0,0.0,0.0,1.0,0.0,False
1777738,PRINCESS,0.38,VS1,K,EX,EX,VG,N,750.97,4.06,4.01,2.9,0,0,0,0,0,0,1,0,4.0,8.0,0.0,0.0,1.0,0.0,False
1639567,CUSHION,0.5,VS1,K,VG,EX,VG,F,830.89,4.7,4.24,2.93,1,0,0,0,0,0,0,0,4.0,8.0,1.0,0.0,1.0,3.0,False
1658718,ROUND,0.5,SI2,D,EX,EX,EX,N,2099.04,5.11,5.13,3.14,0,0,0,0,0,0,0,1,7.0,1.0,0.0,0.0,0.0,0.0,False
1672715,ROUND,0.5,VS1,E,EX,EX,EX,ST,2350.94,5.15,5.17,3.15,0,0,0,0,0,0,0,1,4.0,2.0,0.0,0.0,0.0,5.0,False
1766272,ROUND,0.5,VS2,I,EX,EX,EX,N,2109.2,5.05,5.08,3.16,0,0,0,0,0,0,0,1,5.0,6.0,0.0,0.0,0.0,0.0,False
211099-261,CUSHION,1.02,SI1,F,EX,EX,EX,N,4828.62,5.66,5.64,3.81,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,0.0,0.0,False
1671479,CUSHION,0.5,SI2,F,EX,EX,GD,N,1363.32,4.62,4.46,2.97,1,0,0,0,0,0,0,0,7.0,3.0,0.0,0.0,2.0,0.0,False
1648553,ROUND,0.5,SI1,H,VG,VG,VG,N,2111.2,4.9,4.96,3.19,0,0,0,0,0,0,0,1,6.0,5.0,1.0,1.0,1.0,0.0,False
1765589,EMERALD,0.4,VVS1,E,VG,EX,GD,N,1431.11,5.42,3.45,2.1,0,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,2.0,0.0,False
1740761,OVAL,0.7,SI1,I,EX,EX,VG,N,1739.96,7.23,4.94,3.07,0,0,0,0,1,0,0,0,6.0,6.0,0.0,0.0,1.0,0.0,False
1798562,EMERALD,0.32,VVS1,E,EX,VG,GD,N,1143.35,4.9,3.17,2.16,0,1,0,0,0,0,0,0,2.0,2.0,0.0,1.0,2.0,0.0,False
1628221,CUSHION,0.9,VS2,K,EX,EX,VG,N,2228.75,5.96,5.18,3.44,1,0,0,0,0,0,0,0,5.0,8.0,0.0,0.0,1.0,0.0,False
1765859,PRINCESS,0.5,VVS2,F,EX,EX,GD,F,1679.17,4.31,4.28,3.11,0,0,0,0,0,0,1,0,3.0,3.0,0.0,0.0,2.0,3.0,False
1761806,OVAL,0.57,SI1,E,EX,EX,EX,N,1750.21,7.13,4.51,2.77,0,0,0,0,1,0,0,0,6.0,2.0,0.0,0.0,0.0,0.0,False
1796899,CUSHION,0.59,VS2,F,EX,EX,VG,N,2117.98,4.98,4.52,3.07,1,0,0,0,0,0,0,0,5.0,3.0,0.0,0.0,1.0,0.0,False
111000-6305,OVAL,1.0,SI2,U-V,EX,EX,VG,M,2237.73,8.47,5.39,3.42,0,0,0,0,1,0,0,0,7.0,16.0,0.0,0.0,1.0,4.0,False
211143-55,PEAR,1.5,VVS2,I,VG,EX,EX,N,13636.68,9.6,6.4,4.09,0,0,0,0,0,1,0,0,3.0,6.0,1.0,0.0,0.0,0.0,False
1646007,CUSHION,0.5,VVS1,G,EX,EX,VG,F,1521.74,4.74,4.32,2.92,1,0,0,0,0,0,0,0,2.0,4.0,0.0,0.0,1.0,3.0,False
1651003,CUSHION,0.8,VS2,J,EX,EX,VG,N,2207.83,5.19,5.11,3.47,1,0,0,0,0,0,0,0,5.0,7.0,0.0,0.0,1.0,0.0,False
1769886,PRINCESS,0.7,SI2,J,VG,EX,VG,N,1812.12,4.74,4.73,3.54,0,0,0,0,0,0,1,0,7.0,7.0,1.0,0.0,1.0,0.0,False
1642263,CUSHION,0.51,VS2,H,EX,EX,VG,F,1352.98,4.78,4.37,2.94,1,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,3.0,False
1623493,CUSHION,0.8,VS2,E,EX,EX,EX,N,3349.0,5.67,4.93,3.35,1,0,0,0,0,0,0,0,5.0,2.0,0.0,0.0,0.0,0.0,False
1760314,CUSHION,0.8,SI1,E,EX,EX,VG,ST,2378.47,5.26,5.03,3.41,1,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,1.0,5.0,False
1549897,CUSHION,0.6,VVS1,FANCY,EX,EX,VG,M,1298.13,4.66,4.62,3.13,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,4.0,False
1643238,ROUND,0.5,SI1,E,EX,EX,VG,N,2304.0,5.02,5.07,3.16,0,0,0,0,0,0,0,1,6.0,2.0,0.0,0.0,1.0,0.0,False
1666869,ROUND,0.5,SI2,E,EX,EX,EX,F,1963.37,5.04,5.06,3.17,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,0.0,3.0,False
1789457,ROUND,0.5,VS2,F,GD,EX,FR,N,2058.59,4.89,4.94,3.15,0,0,0,0,0,0,0,1,5.0,3.0,2.0,0.0,3.0,0.0,False
1616434,CUSHION,0.53,IF,G,EX,EX,VG,F,1604.91,4.56,4.51,3.06,1,0,0,0,0,0,0,0,1.0,4.0,0.0,0.0,1.0,3.0,False
1650883,ROUND,0.5,SI2,F,EX,EX,EX,N,2028.2,5.06,5.09,3.16,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0,False
1793429,PRINCESS,0.4,VVS2,E,EX,EX,VG,F,1458.81,4.1,4.03,2.89,0,0,0,0,0,0,1,0,3.0,2.0,0.0,0.0,1.0,3.0,False
1669997,ROUND,0.5,VS1,J,EX,EX,EX,N,2020.34,5.05,5.08,3.18,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0,False
1612607,CUSHION,0.52,VS2,I,EX,EX,VG,F,1166.78,4.65,4.45,3.02,1,0,0,0,0,0,0,0,5.0,6.0,0.0,0.0,1.0,3.0,False
211007-620,CUSHION,1.0,VS1,N,EX,EX,EX,ST,2147.95,6.26,5.43,3.7,1,0,0,0,0,0,0,0,4.0,11.0,0.0,0.0,0.0,5.0,False
1771363,HEART,0.35,SI1,D,EX,VG,GD,N,1000.56,4.16,4.96,2.94,0,0,1,0,0,0,0,0,6.0,1.0,0.0,1.0,2.0,0.0,False
1648892,EMERALD,0.54,VVS2,I,EX,EX,VG,N,1659.46,5.81,3.79,2.44,0,1,0,0,0,0,0,0,3.0,6.0,0.0,0.0,1.0,0.0,False
1790075,CUSHION,0.41,VVS1,FANCY,EX,VG,VG,N,1669.75,4.25,4.04,2.66,1,0,0,0,0,0,0,0,2.0,0.0,0.0,1.0,1.0,0.0,False
1648380,ROUND,0.5,VS2,F,GD,EX,GD,F,2015.29,4.87,4.97,3.16,0,0,0,0,0,0,0,1,5.0,3.0,2.0,0.0,2.0,3.0,False
1779942,OVAL,0.4,VS1,E,EX,EX,VG,M,1299.34,6.29,4.09,2.42,0,0,0,0,1,0,0,0,4.0,2.0,0.0,0.0,1.0,4.0,False
210331-22,CUSHION,1.01,SI2,G,EX,EX,EX,F,3714.83,6.45,5.21,3.52,1,0,0,0,0,0,0,0,7.0,4.0,0.0,0.0,0.0,3.0,False
1794058,CUSHION,0.5,VS2,E,VG,EX,VG,N,1635.95,4.82,4.14,2.87,1,0,0,0,0,0,0,0,5.0,2.0,1.0,0.0,1.0,0.0,False
1670001,ROUND,0.5,VS1,J,EX,EX,EX,N,2041.08,5.06,5.08,3.19,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0,False
1800378,PRINCESS,0.31,VS1,I,EX,EX,VG,N,838.87,3.78,3.73,2.71,0,0,0,0,0,0,1,0,4.0,6.0,0.0,0.0,1.0,0.0,False
1658693,ROUND,0.52,SI1,I,EX,EX,EX,N,2108.9,5.13,5.15,3.19,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0,False
212041-804,CUSHION,1.0,VS1,I,EX,EX,VG,F,4033.9,5.7,5.46,3.72,1,0,0,0,0,0,0,0,4.0,6.0,0.0,0.0,1.0,3.0,False
210364-112,PEAR,1.0,SI2,G,EX,EX,VG,N,5382.59,8.46,5.56,3.49,0,0,0,0,0,1,0,0,7.0,4.0,0.0,0.0,1.0,0.0,False
1788601,ROUND,0.5,VS2,E,VG,EX,GD,N,2351.8,5.07,5.12,3.09,0,0,0,0,0,0,0,1,5.0,2.0,1.0,0.0,2.0,0.0,False
Eco Diamond LG200344,OVAL,0.71,VVS1,E,VG,VG,VG,N,1798.29,6.85,5.09,3.05,0,0,0,0,1,0,0,0,2.0,2.0,1.0,1.0,1.0,0.0,False
1773352,ROUND,0.3,VS2,F,EX,EX,VG,N,1082.31,4.37,4.4,2.61,0,0,0,0,0,0,0,1,5.0,3.0,0.0,0.0,1.0,0.0,False
1753716,ROUND,0.5,VS1,J,EX,EX,EX,N,1990.14,5.15,5.19,3.09,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0,False
1760132,ROUND,0.5,VS2,G,VG,EX,GD,N,2068.73,4.96,5.0,3.15,0,0,0,0,0,0,0,1,5.0,4.0,1.0,0.0,2.0,0.0,False
200377-46,OVAL,0.96,SI2,I,EX,VG,VG,N,1746.93,8.21,5.43,3.35,0,0,0,0,1,0,0,0,7.0,6.0,0.0,1.0,1.0,0.0,False
Eco Diamond LG200965,CUSHION,1.58,VS1,F,EX,EX,EX,N,6156.05,7.19,5.94,4.24,1,0,0,0,0,0,0,0,4.0,3.0,0.0,0.0,0.0,0.0,False
1660443,OVAL,0.5,SI1,D,EX,EX,VG,F,1766.17,6.58,4.5,2.68,0,0,0,0,1,0,0,0,6.0,1.0,0.0,0.0,1.0,3.0,False
1783440,ROUND,0.5,SI2,I,GD,VG,FR,N,1540.45,5.06,5.11,3.08,0,0,0,0,0,0,0,1,7.0,6.0,2.0,1.0,3.0,0.0,False
1762464,ROUND,0.5,SI1,F,EX,EX,VG,N,2337.35,5.09,5.12,3.15,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,1.0,0.0,False
1664772,OVAL,0.66,IF,FANCY,EX,EX,VG,M,2136.25,6.42,4.71,2.87,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,4.0,False
1800797,HEART,0.29,SI1,E,VG,VG,GD,N,838.36,3.97,4.66,2.72,0,0,1,0,0,0,0,0,6.0,2.0,1.0,1.0,2.0,0.0,False
1783497,ROUND,0.3,VVS1,K,VG,EX,VG,N,826.78,4.36,4.4,2.59,0,0,0,0,0,0,0,1,2.0,8.0,1.0,0.0,1.0,0.0,False
1637843,ROUND,0.5,SI2,G,EX,EX,EX,N,1975.38,5.03,5.06,3.18,0,0,0,0,0,0,0,1,7.0,4.0,0.0,0.0,0.0,0.0,False
1793431,PRINCESS,0.4,VS1,D,EX,EX,VG,N,1458.81,4.22,4.13,2.79,0,0,0,0,0,0,1,0,4.0,1.0,0.0,0.0,1.0,0.0,False
1643628,OVAL,0.9,SI2,L,VG,EX,VG,M,1748.11,7.24,5.48,3.37,0,0,0,0,1,0,0,0,7.0,9.0,1.0,0.0,1.0,4.0,False
213121-108,CUSHION,1.01,SI1,J,EX,VG,VG,N,3305.75,6.3,5.32,3.54,1,0,0,0,0,0,0,0,6.0,7.0,0.0,1.0,1.0,0.0,False
1744804,ROUND,0.5,VS2,K,GD,EX,VG,N,1329.24,4.85,4.9,3.19,0,0,0,0,0,0,0,1,5.0,8.0,2.0,0.0,1.0,0.0,False
1802052,ROUND,0.3,VS1,H,EX,EX,VG,F,1131.52,4.26,4.29,2.65,0,0,0,0,0,0,0,1,4.0,5.0,0.0,0.0,1.0,3.0,False
1759053,ROUND,0.3,VVS1,D,EX,EX,EX,M,1162.38,4.3,4.32,2.68,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,4.0,False
1612979,ROUND,0.7,SI1,J,EX,EX,EX,F,2096.03,5.66,5.69,3.55,0,0,0,0,0,0,0,1,6.0,7.0,0.0,0.0,0.0,3.0,False
1785510,PEAR,0.5,VS2,F,EX,EX,VG,N,2048.36,7.1,4.39,2.69,0,0,0,0,0,1,0,0,5.0,3.0,0.0,0.0,1.0,0.0,False
1769904,PRINCESS,0.52,SI1,I,EX,EX,VG,N,1438.34,4.33,4.3,3.13,0,0,0,0,0,0,1,0,6.0,6.0,0.0,0.0,1.0,0.0,False
1756874,ROUND,0.5,SI1,D,VG,EX,GD,N,2073.77,5.02,5.1,3.19,0,0,0,0,0,0,0,1,6.0,1.0,1.0,0.0,2.0,0.0,False
1636062,CUSHION,0.72,SI1,F,EX,EX,VG,N,2190.78,5.13,4.96,3.36,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1769640,HEART,0.3,VS1,F,EX,EX,VG,N,1124.39,4.2,4.6,2.66,0,0,1,0,0,0,0,0,4.0,3.0,0.0,0.0,1.0,0.0,False
1630831,ROUND,0.5,SI1,F,VG,EX,VG,F,2109.38,4.97,5.01,3.22,0,0,0,0,0,0,0,1,6.0,3.0,1.0,0.0,1.0,3.0,False
1657035,ROUND,0.5,VS1,E,EX,EX,EX,ST,2350.94,5.1,5.11,3.08,0,0,0,0,0,0,0,1,4.0,2.0,0.0,0.0,0.0,5.0,False
1791869,PEAR,0.3,VS2,E,GD,VG,FR,N,899.25,5.41,3.76,2.4,0,0,0,0,0,1,0,0,5.0,2.0,2.0,1.0,3.0,0.0,False
1775164,CUSHION,0.7,VS2,H,VG,EX,VG,M,2112.72,5.64,4.63,3.17,1,0,0,0,0,0,0,0,5.0,5.0,1.0,0.0,1.0,4.0,False
1791029,EMERALD,0.4,SI1,D,EX,VG,GD,N,1143.79,4.93,3.7,2.4,0,1,0,0,0,0,0,0,6.0,1.0,0.0,1.0,2.0,0.0,False
1770630,ROUND,0.5,VS1,J,EX,EX,EX,N,2041.55,5.1,5.12,3.12,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0,False
210019-106,CUSHION,1.01,SI2,I,EX,EX,EX,M,2772.47,6.3,5.33,3.62,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,0.0,4.0,False
1671220,ROUND,0.61,SI1,I,EX,EX,EX,N,2337.05,5.37,5.41,3.37,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0,False
1760285,ROUND,0.36,VVS1,G,EX,EX,EX,N,1472.67,4.55,4.58,2.85,0,0,0,0,0,0,0,1,2.0,4.0,0.0,0.0,0.0,0.0,False
1786391,ROUND,0.35,SI1,D,EX,EX,EX,N,1401.03,4.55,4.58,2.82,0,0,0,0,0,0,0,1,6.0,1.0,0.0,0.0,0.0,0.0,False
1756924,ROUND,0.5,SI1,I,EX,EX,EX,N,2030.57,5.07,5.1,3.15,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0,False
1764144,PRINCESS,0.36,SI2,D,EX,EX,VG,N,926.36,4.01,3.97,2.89,0,0,0,0,0,0,1,0,7.0,1.0,0.0,0.0,1.0,0.0,False
1793194,HEART,0.3,VS2,D,GD,VG,VG,F,1023.48,3.94,4.6,2.68,0,0,1,0,0,0,0,0,5.0,1.0,2.0,1.0,1.0,3.0,False
1667881,ROUND,0.5,SI1,D,EX,EX,EX,M,2304.07,5.09,5.12,3.13,0,0,0,0,0,0,0,1,6.0,1.0,0.0,0.0,0.0,4.0,False
1791132,HEART,0.31,SI1,G,EX,EX,VG,N,993.94,4.17,4.69,2.76,0,0,1,0,0,0,0,0,6.0,4.0,0.0,0.0,1.0,0.0,False
1763961,HEART,0.35,VVS2,G,EX,VG,GD,N,1134.18,4.36,4.92,2.76,0,0,1,0,0,0,0,0,3.0,4.0,0.0,1.0,2.0,0.0,False
1775195,EMERALD,0.4,VVS2,H,VG,EX,FR,N,1137.03,5.28,3.61,2.11,0,1,0,0,0,0,0,0,3.0,5.0,1.0,0.0,3.0,0.0,False
213069-101,CUSHION,1.0,VVS1,G,EX,EX,VG,F,5993.37,6.54,5.24,3.55,1,0,0,0,0,0,0,0,2.0,4.0,0.0,0.0,1.0,3.0,False
1745697,ROUND,0.5,SI1,I,EX,EX,EX,N,2018.05,5.07,5.09,3.14,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0,False
1762428,ROUND,0.6,VS2,K,EX,EX,EX,N,1965.5,5.38,5.41,3.37,0,0,0,0,0,0,0,1,5.0,8.0,0.0,0.0,0.0,0.0,False
1799563,ROUND,0.3,SI1,I,EX,EX,VG,N,974.3,4.27,4.3,2.67,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,1.0,0.0,False
Eco Diamond LG200222,PEAR,1.0,VS2,G,VG,VG,VG,N,2939.62,8.72,5.69,3.32,0,0,0,0,0,1,0,0,5.0,4.0,1.0,1.0,1.0,0.0,False
210369-584,PEAR,1.51,SI2,H,GD,EX,GD,F,9350.66,9.34,6.21,3.89,0,0,0,0,0,1,0,0,7.0,5.0,2.0,0.0,2.0,3.0,False
1782974,OVAL,0.5,VS2,G,VG,EX,GD,N,1785.49,6.9,4.32,2.57,0,0,0,0,1,0,0,0,5.0,4.0,1.0,0.0,2.0,0.0,False
1787634,ROUND,0.3,VS2,G,VG,EX,VG,N,1085.42,4.19,4.23,2.68,0,0,0,0,0,0,0,1,5.0,4.0,1.0,0.0,1.0,0.0,False
1776865,ROUND,0.5,VS2,F,GD,VG,GD,N,2072.09,4.85,4.93,3.25,0,0,0,0,0,0,0,1,5.0,3.0,2.0,1.0,2.0,0.0,False
210525-76,PEAR,1.01,SI2,F,VG,VG,VG,N,5247.17,8.29,5.63,3.54,0,0,0,0,0,1,0,0,7.0,3.0,1.0,1.0,1.0,0.0,False
1650996,CUSHION,0.8,VS1,H,VG,EX,EX,N,2798.33,5.45,5.0,3.46,1,0,0,0,0,0,0,0,4.0,5.0,1.0,0.0,0.0,0.0,False
201156-549,CUSHION,1.21,I1,F,VG,EX,VG,M,3410.29,6.28,5.68,3.99,1,0,0,0,0,0,0,0,8.0,3.0,1.0,0.0,1.0,4.0,False
1791299,PRINCESS,0.5,VS2,D,EX,EX,VG,N,1939.41,4.43,4.4,3.05,0,0,0,0,0,0,1,0,5.0,1.0,0.0,0.0,1.0,0.0,False
1790579,ROUND,0.4,VS1,F,VG,EX,VG,F,1539.35,4.63,4.69,2.93,0,0,0,0,0,0,0,1,4.0,3.0,1.0,0.0,1.0,3.0,False
1653397,ROUND,0.52,VVS2,G,EX,EX,EX,ST,2330.97,5.19,5.22,3.16,0,0,0,0,0,0,0,1,3.0,4.0,0.0,0.0,0.0,5.0,False
1726778,ROUND,0.47,SI2,G,EX,EX,EX,N,1523.91,5.0,5.01,3.1,0,0,0,0,0,0,0,1,7.0,4.0,0.0,0.0,0.0,0.0,False
1769507,EMERALD,0.4,VS1,F,VG,VG,VG,F,1169.5,4.73,3.52,2.44,0,1,0,0,0,0,0,0,4.0,3.0,1.0,1.0,1.0,3.0,False
1768512,ROUND,0.37,VVS1,H,EX,EX,EX,N,1329.2,4.58,4.61,2.8,0,0,0,0,0,0,0,1,2.0,5.0,0.0,0.0,0.0,0.0,False
1783415,ROUND,0.5,SI2,F,EX,EX,EX,N,2092.25,5.11,5.14,3.18,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0,False
