id,shape,weight,clarity,color,cut,polish,symmetry,fluorescence,price,length,width,depth,shape_CUSHION,shape_EMERALD,shape_HEART,shape_MARQUISE,shape_OVAL,shape_PEAR,shape_PRINCESS,shape_ROUND,encoded_clarity,encoded_color,encoded_cut,encoded_polish,encoded_symmetry,encoded_fluorescence
1780178,ROUND,0.4,VS1,E,EX,EX,EX,M,1537.97,4.69,4.71,2.93,0,0,0,0,0,0,0,1,4.0,2.0,0.0,0.0,0.0,4.0
1773136,ROUND,0.4,VVS2,F,VG,VG,VG,N,1537.97,4.57,4.63,2.96,0,0,0,0,0,0,0,1,3.0,3.0,1.0,1.0,1.0,0.0
1787334,ROUND,0.42,VS1,I,EX,EX,EX,N,1538.37,4.78,4.79,2.99,0,0,0,0,0,0,0,1,4.0,6.0,0.0,0.0,0.0,0.0
1787334,ROUND,0.42,VS1,I,EX,EX,EX,N,1538.37,4.78,4.79,2.99,0,0,0,0,0,0,0,1,4.0,6.0,0.0,0.0,0.0,0.0
1746813,ROUND,0.35,VVS1,D,EX,EX,EX,N,1534.72,4.46,4.49,2.8,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0
1791553,ROUND,0.3,IF,D,EX,EX,VG,N,1535.06,4.34,4.36,2.63,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,0.0
1637197,ROUND,0.75,SI2,M,EX,EX,EX,N,1535.11,5.77,5.8,3.63,0,0,0,0,0,0,0,1,7.0,10.0,0.0,0.0,0.0,0.0
1784365,ROUND,0.5,VS1,K,VG,VG,VG,F,1535.38,5.0,5.03,3.14,0,0,0,0,0,0,0,1,4.0,8.0,1.0,1.0,1.0,3.0
1665333,ROUND,0.5,VS1,L,EX,EX,EX,F,1536.22,5.13,5.16,3.14,0,0,0,0,0,0,0,1,4.0,9.0,0.0,0.0,0.0,3.0
1787098,ROUND,0.5,VS2,I,F,EX,GD,N,1536.29,4.85,4.91,3.27,0,0,0,0,0,0,0,1,5.0,6.0,3.0,0.0,2.0,0.0
1630376,ROUND,0.5,VVS2,K,EX,EX,VG,F,1536.39,5.11,5.13,3.14,0,0,0,0,0,0,0,1,3.0,8.0,0.0,0.0,1.0,3.0
1658476,ROUND,0.6,VS1,M,EX,EX,EX,N,1536.74,5.38,5.41,3.37,0,0,0,0,0,0,0,1,4.0,10.0,0.0,0.0,0.0,0.0
1626720,ROUND,0.5,VS2,K,EX,EX,EX,N,1531.89,5.04,5.07,3.18,0,0,0,0,0,0,0,1,5.0,8.0,0.0,0.0,0.0,0.0
1637847,ROUND,0.5,SI2,H,VG,VG,VG,N,1531.96,5.03,5.09,3.16,0,0,0,0,0,0,0,1,7.0,5.0,1.0,1.0,1.0,0.0
1781992,ROUND,0.53,IF,L,EX,EX,EX,F,1532.04,5.19,5.21,3.23,0,0,0,0,0,0,0,1,1.0,9.0,0.0,0.0,0.0,3.0
1635580,ROUND,0.5,SI1,K,EX,EX,EX,F,1532.05,5.02,5.06,3.18,0,0,0,0,0,0,0,1,6.0,8.0,0.0,0.0,0.0,3.0
1758710,ROUND,0.5,VS2,K,VG,EX,VG,N,1532.07,4.92,5.0,3.14,0,0,0,0,0,0,0,1,5.0,8.0,1.0,0.0,1.0,0.0
1770845,ROUND,0.46,SI1,H,EX,VG,VG,N,1532.2,4.94,4.97,3.08,0,0,0,0,0,0,0,1,6.0,5.0,0.0,1.0,1.0,0.0
1770845,ROUND,0.46,SI1,H,EX,VG,VG,N,1532.2,4.94,4.97,3.08,0,0,0,0,0,0,0,1,6.0,5.0,0.0,1.0,1.0,0.0
1779452,ROUND,0.37,VVS1,D,EX,EX,EX,ST,1532.39,4.68,4.71,2.81,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,5.0
1773169,ROUND,0.4,SI1,D,VG,EX,VG,N,1529.79,4.69,4.74,2.95,0,0,0,0,0,0,0,1,6.0,1.0,1.0,0.0,1.0,0.0
1657267,ROUND,0.52,VS2,L,EX,EX,EX,N,1530.03,5.15,5.18,3.17,0,0,0,0,0,0,0,1,5.0,9.0,0.0,0.0,0.0,0.0
1667752,ROUND,0.5,VS1,J,F,VG,GD,N,1530.17,4.77,4.86,3.23,0,0,0,0,0,0,0,1,4.0,7.0,3.0,1.0,2.0,0.0
1734663,ROUND,0.5,SI1,I,VG,EX,GD,F,1530.31,4.98,5.07,3.15,0,0,0,0,0,0,0,1,6.0,6.0,1.0,0.0,2.0,3.0
Eco Diamond LG200661,ROUND,0.7,SI1,F,EX,EX,EX,N,1530.36,5.73,5.76,3.49,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,0.0,0.0
1774979,ROUND,0.46,SI2,F,EX,VG,VG,N,1530.53,4.95,4.99,3.06,0,0,0,0,0,0,0,1,7.0,3.0,0.0,1.0,1.0,0.0
1774979,ROUND,0.46,SI2,F,EX,VG,VG,N,1530.53,4.95,4.99,3.06,0,0,0,0,0,0,0,1,7.0,3.0,0.0,1.0,1.0,0.0
1790668,ROUND,0.34,VVS1,D,EX,EX,EX,N,1530.87,4.45,4.47,2.78,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0
1613828,ROUND,0.5,SI2,H,VG,VG,VG,F,1531.13,4.93,4.98,3.17,0,0,0,0,0,0,0,1,7.0,5.0,1.0,1.0,1.0,3.0
1779373,ROUND,0.42,VS1,I,EX,EX,EX,N,1532.59,4.84,4.85,2.96,0,0,0,0,0,0,0,1,4.0,6.0,0.0,0.0,0.0,0.0
1779373,ROUND,0.42,VS1,I,EX,EX,EX,N,1532.59,4.84,4.85,2.96,0,0,0,0,0,0,0,1,4.0,6.0,0.0,0.0,0.0,0.0
1772163,ROUND,0.4,VS1,G,EX,VG,VG,N,1532.64,4.66,4.72,2.97,0,0,0,0,0,0,0,1,4.0,4.0,0.0,1.0,1.0,0.0
1800517,ROUND,0.5,SI2,J,EX,EX,EX,F,1538.81,5.11,5.14,3.13,0,0,0,0,0,0,0,1,7.0,7.0,0.0,0.0,0.0,3.0
1791566,ROUND,0.33,VVS2,D,EX,EX,EX,N,1538.85,4.51,4.53,2.7,0,0,0,0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,0.0
1799345,ROUND,0.5,SI2,I,GD,VG,GD,F,1538.9,4.83,4.9,3.23,0,0,0,0,0,0,0,1,7.0,6.0,2.0,1.0,2.0,3.0
1671714,ROUND,0.5,SI2,J,VG,VG,VG,N,1538.91,5.09,5.16,3.09,0,0,0,0,0,0,0,1,7.0,7.0,1.0,1.0,1.0,0.0
1630900,ROUND,0.5,SI1,K,EX,EX,EX,N,1538.95,5.04,5.07,3.18,0,0,0,0,0,0,0,1,6.0,8.0,0.0,0.0,0.0,0.0
1637815,ROUND,0.5,SI2,E,GD,VG,GD,N,1539.02,4.85,4.94,3.21,0,0,0,0,0,0,0,1,7.0,2.0,2.0,1.0,2.0,0.0
1792159,ROUND,0.4,VVS1,E,EX,EX,EX,ST,1539.29,4.67,4.69,2.96,0,0,0,0,0,0,0,1,2.0,2.0,0.0,0.0,0.0,5.0
1769205,ROUND,0.4,VS1,F,VG,EX,VG,N,1539.35,4.63,4.67,2.89,0,0,0,0,0,0,0,1,4.0,3.0,1.0,0.0,1.0,0.0
1790579,ROUND,0.4,VS1,F,VG,EX,VG,F,1539.35,4.63,4.69,2.93,0,0,0,0,0,0,0,1,4.0,3.0,1.0,0.0,1.0,3.0
1786298,ROUND,0.4,VS1,F,EX,EX,VG,N,1539.35,4.66,4.7,2.94,0,0,0,0,0,0,0,1,4.0,3.0,0.0,0.0,1.0,0.0
1671709,ROUND,0.5,SI2,I,EX,EX,EX,F,1539.81,5.08,5.11,3.18,0,0,0,0,0,0,0,1,7.0,6.0,0.0,0.0,0.0,3.0
1764469,ROUND,0.4,VS2,E,EX,EX,EX,F,1537.34,4.68,4.72,2.93,0,0,0,0,0,0,0,1,5.0,2.0,0.0,0.0,0.0,3.0
1784619,ROUND,0.4,VS1,G,VG,VG,VG,N,1537.39,4.6,4.64,2.96,0,0,0,0,0,0,0,1,4.0,4.0,1.0,1.0,1.0,0.0
1763125,ROUND,0.5,SI1,FANCY,EX,EX,EX,ST,1537.9,5.06,5.1,3.16,0,0,0,0,0,0,0,1,6.0,0.0,0.0,0.0,0.0,5.0
1763125,ROUND,0.5,SI1,FANCY,EX,EX,EX,ST,1537.9,5.06,5.1,3.16,0,0,0,0,0,0,0,1,6.0,0.0,0.0,0.0,0.0,5.0
1792246,ROUND,0.4,VS2,F,EX,EX,EX,F,1537.92,4.68,4.72,2.95,0,0,0,0,0,0,0,1,5.0,3.0,0.0,0.0,0.0,3.0
1801866,ROUND,0.37,VVS1,G,EX,EX,EX,N,1533.57,4.57,4.58,2.87,0,0,0,0,0,0,0,1,2.0,4.0,0.0,0.0,0.0,0.0
1801948,ROUND,0.37,VS1,D,EX,EX,EX,N,1533.59,4.63,4.64,2.83,0,0,0,0,0,0,0,1,4.0,1.0,0.0,0.0,0.0,0.0
1625949,ROUND,0.5,SI2,H,VG,EX,GD,N,1533.62,5.09,5.13,3.07,0,0,0,0,0,0,0,1,7.0,5.0,1.0,0.0,2.0,0.0
1628777,ROUND,0.75,VS2,O-P,EX,EX,EX,N,1533.62,5.9,5.94,3.54,0,0,0,0,0,0,0,1,5.0,13.0,0.0,0.0,0.0,0.0
1647092,ROUND,0.5,SI2,E,VG,EX,VG,N,1533.66,5.03,5.06,3.12,0,0,0,0,0,0,0,1,7.0,2.0,1.0,0.0,1.0,0.0
1649671,ROUND,0.5,VVS2,L,EX,EX,VG,N,1533.69,5.08,5.11,3.1,0,0,0,0,0,0,0,1,3.0,9.0,0.0,0.0,1.0,0.0
1653574,ROUND,0.5,SI2,I,VG,VG,VG,N,1533.73,5.04,5.09,3.11,0,0,0,0,0,0,0,1,7.0,6.0,1.0,1.0,1.0,0.0
1665333,ROUND,0.5,VS1,L,EX,EX,EX,F,1536.22,5.13,5.16,3.14,0,0,0,0,0,0,0,1,4.0,9.0,0.0,0.0,0.0,3.0
1787098,ROUND,0.5,VS2,I,F,EX,GD,N,1536.29,4.85,4.91,3.27,0,0,0,0,0,0,0,1,5.0,6.0,3.0,0.0,2.0,0.0
1630376,ROUND,0.5,VVS2,K,EX,EX,VG,F,1536.39,5.11,5.13,3.14,0,0,0,0,0,0,0,1,3.0,8.0,0.0,0.0,1.0,3.0
1658476,ROUND,0.6,VS1,M,EX,EX,EX,N,1536.74,5.38,5.41,3.37,0,0,0,0,0,0,0,1,4.0,10.0,0.0,0.0,0.0,0.0
1779373,ROUND,0.42,VS1,I,EX,EX,EX,N,1532.59,4.84,4.85,2.96,0,0,0,0,0,0,0,1,4.0,6.0,0.0,0.0,0.0,0.0
1779373,ROUND,0.42,VS1,I,EX,EX,EX,N,1532.59,4.84,4.85,2.96,0,0,0,0,0,0,0,1,4.0,6.0,0.0,0.0,0.0,0.0
1772163,ROUND,0.4,VS1,G,EX,VG,VG,N,1532.64,4.66,4.72,2.97,0,0,0,0,0,0,0,1,4.0,4.0,0.0,1.0,1.0,0.0
1746813,ROUND,0.35,VVS1,D,EX,EX,EX,N,1534.72,4.46,4.49,2.8,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0
1791553,ROUND,0.3,IF,D,EX,EX,VG,N,1535.06,4.34,4.36,2.63,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,0.0
1637197,ROUND,0.75,SI2,M,EX,EX,EX,N,1535.11,5.77,5.8,3.63,0,0,0,0,0,0,0,1,7.0,10.0,0.0,0.0,0.0,0.0
1784365,ROUND,0.5,VS1,K,VG,VG,VG,F,1535.38,5.0,5.03,3.14,0,0,0,0,0,0,0,1,4.0,8.0,1.0,1.0,1.0,3.0
1672215,ROUND,0.5,SI2,I,VG,EX,VG,N,1539.81,5.1,5.15,3.03,0,0,0,0,0,0,0,1,7.0,6.0,1.0,0.0,1.0,0.0
1672214,ROUND,0.5,SI2,I,EX,EX,EX,N,1539.81,5.06,5.09,3.17,0,0,0,0,0,0,0,1,7.0,6.0,0.0,0.0,0.0,0.0
1666886,ROUND,0.5,SI2,I,GD,F,GD,N,1539.81,4.84,4.91,3.22,0,0,0,0,0,0,0,1,7.0,6.0,2.0,3.0,2.0,0.0
1673075,ROUND,0.5,VVS2,K,VG,VG,VG,N,1539.81,4.92,4.98,3.17,0,0,0,0,0,0,0,1,3.0,8.0,1.0,1.0,1.0,0.0
1787357,ROUND,0.4,VS2,G,EX,EX,EX,F,1539.93,4.66,4.69,2.95,0,0,0,0,0,0,0,1,5.0,4.0,0.0,0.0,0.0,3.0
1787353,ROUND,0.4,VS2,G,EX,EX,VG,N,1539.93,4.66,4.72,2.94,0,0,0,0,0,0,0,1,5.0,4.0,0.0,0.0,1.0,0.0
1787352,ROUND,0.4,VS2,G,EX,VG,EX,N,1539.93,4.69,4.71,2.94,0,0,0,0,0,0,0,1,5.0,4.0,0.0,1.0,0.0,0.0
1670030,ROUND,0.62,VS1,M,EX,EX,EX,F,1540.07,5.44,5.47,3.41,0,0,0,0,0,0,0,1,4.0,10.0,0.0,0.0,0.0,3.0
1783440,ROUND,0.5,SI2,I,GD,VG,FR,N,1540.45,5.06,5.11,3.08,0,0,0,0,0,0,0,1,7.0,6.0,2.0,1.0,3.0,0.0
1632459,ROUND,0.5,SI2,I,EX,EX,EX,F,1540.57,5.05,5.08,3.17,0,0,0,0,0,0,0,1,7.0,6.0,0.0,0.0,0.0,3.0
1788788,ROUND,0.4,VS2,G,EX,VG,VG,N,1540.6,4.7,4.75,2.89,0,0,0,0,0,0,0,1,5.0,4.0,0.0,1.0,1.0,0.0
1790614,ROUND,0.4,SI1,D,VG,EX,VG,N,1540.6,4.76,4.81,2.85,0,0,0,0,0,0,0,1,6.0,1.0,1.0,0.0,1.0,0.0
1792254,ROUND,0.43,VS2,I,EX,EX,EX,N,1540.69,4.81,4.83,3.02,0,0,0,0,0,0,0,1,5.0,6.0,0.0,0.0,0.0,0.0
1792254,ROUND,0.43,VS2,I,EX,EX,EX,N,1540.69,4.81,4.83,3.02,0,0,0,0,0,0,0,1,5.0,6.0,0.0,0.0,0.0,0.0
1800517,ROUND,0.5,SI2,J,EX,EX,EX,F,1538.81,5.11,5.14,3.13,0,0,0,0,0,0,0,1,7.0,7.0,0.0,0.0,0.0,3.0
1791566,ROUND,0.33,VVS2,D,EX,EX,EX,N,1538.85,4.51,4.53,2.7,0,0,0,0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,0.0
1799345,ROUND,0.5,SI2,I,GD,VG,GD,F,1538.9,4.83,4.9,3.23,0,0,0,0,0,0,0,1,7.0,6.0,2.0,1.0,2.0,3.0
1671714,ROUND,0.5,SI2,J,VG,VG,VG,N,1538.91,5.09,5.16,3.09,0,0,0,0,0,0,0,1,7.0,7.0,1.0,1.0,1.0,0.0
1630900,ROUND,0.5,SI1,K,EX,EX,EX,N,1538.95,5.04,5.07,3.18,0,0,0,0,0,0,0,1,6.0,8.0,0.0,0.0,0.0,0.0
1637815,ROUND,0.5,SI2,E,GD,VG,GD,N,1539.02,4.85,4.94,3.21,0,0,0,0,0,0,0,1,7.0,2.0,2.0,1.0,2.0,0.0
1792159,ROUND,0.4,VVS1,E,EX,EX,EX,ST,1539.29,4.67,4.69,2.96,0,0,0,0,0,0,0,1,2.0,2.0,0.0,0.0,0.0,5.0
1769205,ROUND,0.4,VS1,F,VG,EX,VG,N,1539.35,4.63,4.67,2.89,0,0,0,0,0,0,0,1,4.0,3.0,1.0,0.0,1.0,0.0
1790579,ROUND,0.4,VS1,F,VG,EX,VG,F,1539.35,4.63,4.69,2.93,0,0,0,0,0,0,0,1,4.0,3.0,1.0,0.0,1.0,3.0
1786298,ROUND,0.4,VS1,F,EX,EX,VG,N,1539.35,4.66,4.7,2.94,0,0,0,0,0,0,0,1,4.0,3.0,0.0,0.0,1.0,0.0
1671709,ROUND,0.5,SI2,I,EX,EX,EX,F,1539.81,5.08,5.11,3.18,0,0,0,0,0,0,0,1,7.0,6.0,0.0,0.0,0.0,3.0
1780809,ROUND,0.51,VS2,K,VG,EX,VG,N,1538.75,4.95,5.01,3.21,0,0,0,0,0,0,0,1,5.0,8.0,1.0,0.0,1.0,0.0
1801508,ROUND,0.5,SI2,J,VG,EX,EX,F,1538.81,4.94,4.97,3.21,0,0,0,0,0,0,0,1,7.0,7.0,1.0,0.0,0.0,3.0
1791536,ROUND,0.4,VS2,F,VG,VG,VG,N,1537.92,4.6,4.65,2.95,0,0,0,0,0,0,0,1,5.0,3.0,1.0,1.0,1.0,0.0
1610424,ROUND,0.5,VS2,K,EX,EX,EX,N,1537.95,5.13,5.15,3.11,0,0,0,0,0,0,0,1,5.0,8.0,0.0,0.0,0.0,0.0
1659861,ROUND,0.5,SI1,K,EX,EX,EX,F,1537.96,5.06,5.09,3.17,0,0,0,0,0,0,0,1,6.0,8.0,0.0,0.0,0.0,3.0
1780178,ROUND,0.4,VS1,E,EX,EX,EX,M,1537.97,4.69,4.71,2.93,0,0,0,0,0,0,0,1,4.0,2.0,0.0,0.0,0.0,4.0
1773136,ROUND,0.4,VVS2,F,VG,VG,VG,N,1537.97,4.57,4.63,2.96,0,0,0,0,0,0,0,1,3.0,3.0,1.0,1.0,1.0,0.0
1787334,ROUND,0.42,VS1,I,EX,EX,EX,N,1538.37,4.78,4.79,2.99,0,0,0,0,0,0,0,1,4.0,6.0,0.0,0.0,0.0,0.0
1787334,ROUND,0.42,VS1,I,EX,EX,EX,N,1538.37,4.78,4.79,2.99,0,0,0,0,0,0,0,1,4.0,6.0,0.0,0.0,0.0,0.0
1743508,ROUND,0.5,VS2,J,GD,EX,VG,F,1526.21,5.15,5.19,3.03,0,0,0,0,0,0,0,1,5.0,7.0,2.0,0.0,1.0,3.0
1768451,ROUND,0.41,VS2,F,EX,EX,EX,F,1526.48,4.78,4.8,2.97,0,0,0,0,0,0,0,1,5.0,3.0,0.0,0.0,0.0,3.0
1768451,ROUND,0.41,VS2,F,EX,EX,EX,F,1526.48,4.78,4.8,2.97,0,0,0,0,0,0,0,1,5.0,3.0,0.0,0.0,0.0,3.0
1778158,ROUND,0.4,VS1,F,VG,EX,GD,N,1526.49,4.59,4.66,2.97,0,0,0,0,0,0,0,1,4.0,3.0,1.0,0.0,2.0,0.0
1768416,ROUND,0.4,VS1,E,VG,EX,VG,N,1526.59,4.65,4.68,2.95,0,0,0,0,0,0,0,1,4.0,2.0,1.0,0.0,1.0,0.0
1768417,ROUND,0.4,VS1,E,VG,EX,VG,N,1526.59,4.61,4.63,2.98,0,0,0,0,0,0,0,1,4.0,2.0,1.0,0.0,1.0,0.0
1603754,ROUND,0.51,SI1,K,EX,EX,EX,N,1526.62,5.16,5.2,3.14,0,0,0,0,0,0,0,1,6.0,8.0,0.0,0.0,0.0,0.0
1795414,ROUND,0.56,SI2,J,EX,EX,EX,F,1526.7,5.28,5.31,3.25,0,0,0,0,0,0,0,1,7.0,7.0,0.0,0.0,0.0,3.0
1788504,ROUND,0.55,VVS2,L,EX,EX,EX,ST,1526.9,5.25,5.28,3.25,0,0,0,0,0,0,0,1,3.0,9.0,0.0,0.0,0.0,5.0
1793981,ROUND,0.35,VVS1,G,EX,EX,EX,N,1526.92,4.5,4.53,2.84,0,0,0,0,0,0,0,1,2.0,4.0,0.0,0.0,0.0,0.0
1752594,ROUND,0.5,SI1,J,VG,VG,GD,N,1527.02,5.18,5.24,3.03,0,0,0,0,0,0,0,1,6.0,7.0,1.0,1.0,2.0,0.0
1755316,ROUND,0.5,SI1,J,VG,VG,GD,N,1527.02,4.95,5.01,3.16,0,0,0,0,0,0,0,1,6.0,7.0,1.0,1.0,2.0,0.0
1799066,ROUND,0.52,VVS1,L,EX,EX,EX,ST,1527.02,5.13,5.16,3.21,0,0,0,0,0,0,0,1,2.0,9.0,0.0,0.0,0.0,5.0
1801711,ROUND,0.4,SI1,F,EX,EX,EX,N,1527.12,4.69,4.71,2.96,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,0.0,0.0
1668929,ROUND,0.56,SI2,I,EX,EX,EX,N,1975.35,5.33,5.36,3.24,0,0,0,0,0,0,0,1,7.0,6.0,0.0,0.0,0.0,0.0
1629047,ROUND,0.5,SI2,F,EX,EX,EX,N,1975.38,5.08,5.11,3.14,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0
1639255,ROUND,0.5,SI2,G,EX,EX,EX,N,1975.38,5.07,5.11,3.14,0,0,0,0,0,0,0,1,7.0,4.0,0.0,0.0,0.0,0.0
1637843,ROUND,0.5,SI2,G,EX,EX,EX,N,1975.38,5.03,5.06,3.18,0,0,0,0,0,0,0,1,7.0,4.0,0.0,0.0,0.0,0.0
1632378,ROUND,0.5,SI1,I,EX,EX,EX,N,1975.38,5.13,5.16,3.08,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
1653525,ROUND,0.5,SI1,I,EX,EX,EX,N,1975.38,5.11,5.14,3.14,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
1644092,ROUND,0.5,VVS2,J,EX,EX,EX,F,1975.38,5.07,5.08,3.17,0,0,0,0,0,0,0,1,3.0,7.0,0.0,0.0,0.0,3.0
1672163,ROUND,0.5,SI1,G,EX,EX,VG,ST,1975.49,5.02,5.05,3.17,0,0,0,0,0,0,0,1,6.0,4.0,0.0,0.0,1.0,5.0
1644162,ROUND,0.5,VS1,I,EX,EX,EX,N,1975.56,5.04,5.06,3.11,0,0,0,0,0,0,0,1,4.0,6.0,0.0,0.0,0.0,0.0
1755262,ROUND,0.5,SI1,E,VG,VG,GD,N,1975.61,4.96,5.02,3.17,0,0,0,0,0,0,0,1,6.0,2.0,1.0,1.0,2.0,0.0
1755262,ROUND,0.5,SI1,E,VG,VG,GD,N,1975.61,4.96,5.02,3.17,0,0,0,0,0,0,0,1,6.0,2.0,1.0,1.0,2.0,0.0
1795355,ROUND,0.5,SI1,I,VG,EX,VG,N,1975.64,4.96,5.0,3.18,0,0,0,0,0,0,0,1,6.0,6.0,1.0,0.0,1.0,0.0
1795347,ROUND,0.5,SI1,I,VG,EX,EX,N,1975.64,4.96,4.98,3.2,0,0,0,0,0,0,0,1,6.0,6.0,1.0,0.0,0.0,0.0
1620618,ROUND,0.5,VS2,F,VG,VG,GD,F,1997.22,4.88,4.96,3.16,0,0,0,0,0,0,0,1,5.0,3.0,1.0,1.0,2.0,3.0
1635067,ROUND,0.5,VVS1,J,EX,EX,EX,N,1997.22,5.09,5.11,3.16,0,0,0,0,0,0,0,1,2.0,7.0,0.0,0.0,0.0,0.0
1662746,ROUND,0.5,VS2,H,GD,EX,GD,F,1997.25,4.8,4.89,3.21,0,0,0,0,0,0,0,1,5.0,5.0,2.0,0.0,2.0,3.0
1773092,ROUND,0.5,SI2,E,EX,EX,EX,M,1997.75,5.04,5.08,3.18,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,0.0,4.0
1773092,ROUND,0.5,SI2,E,EX,EX,EX,M,1997.75,5.04,5.08,3.18,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,0.0,4.0
1670094,ROUND,0.55,VS2,J,EX,EX,EX,F,1997.77,5.23,5.27,3.26,0,0,0,0,0,0,0,1,5.0,7.0,0.0,0.0,0.0,3.0
1663836,ROUND,0.55,VS2,J,EX,EX,EX,F,1997.77,5.22,5.25,3.29,0,0,0,0,0,0,0,1,5.0,7.0,0.0,0.0,0.0,3.0
1637459,ROUND,0.5,VS1,J,EX,EX,EX,F,1997.86,5.15,5.17,3.1,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,3.0
1643992,ROUND,0.5,VVS1,J,EX,EX,EX,N,1997.91,5.07,5.09,3.18,0,0,0,0,0,0,0,1,2.0,7.0,0.0,0.0,0.0,0.0
1630321,ROUND,0.5,VVS1,J,EX,EX,EX,N,1997.91,5.06,5.09,3.12,0,0,0,0,0,0,0,1,2.0,7.0,0.0,0.0,0.0,0.0
1662841,ROUND,0.5,SI1,H,VG,EX,VG,M,1973.74,5.0,5.05,3.16,0,0,0,0,0,0,0,1,6.0,5.0,1.0,0.0,1.0,4.0
1653512,ROUND,0.5,SI1,H,EX,EX,VG,ST,1973.74,5.0,5.07,3.15,0,0,0,0,0,0,0,1,6.0,5.0,0.0,0.0,1.0,5.0
1639142,ROUND,0.5,SI1,F,VG,EX,GD,N,1973.83,5.02,5.08,3.17,0,0,0,0,0,0,0,1,6.0,3.0,1.0,0.0,2.0,0.0
1655987,ROUND,0.5,SI1,F,EX,EX,VG,M,1973.83,5.08,5.11,3.18,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,1.0,4.0
1672610,ROUND,0.8,VS1,O-P,EX,EX,EX,N,1973.83,5.94,5.97,3.67,0,0,0,0,0,0,0,1,4.0,13.0,0.0,0.0,0.0,0.0
1795359,ROUND,0.65,SI1,J,EX,EX,EX,M,1973.87,5.47,5.5,3.48,0,0,0,0,0,0,0,1,6.0,7.0,0.0,0.0,0.0,4.0
1624615,ROUND,0.59,SI2,G,EX,EX,EX,F,1973.9,5.35,5.39,3.36,0,0,0,0,0,0,0,1,7.0,4.0,0.0,0.0,0.0,3.0
1768380,ROUND,0.42,VVS1,D,EX,EX,EX,N,1974.16,4.77,4.8,2.96,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0
1768380,ROUND,0.42,VVS1,D,EX,EX,EX,N,1974.16,4.77,4.8,2.96,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0
1746667,ROUND,0.5,SI1,I,EX,EX,EX,N,2018.05,5.08,5.1,3.09,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
1746673,ROUND,0.5,SI1,I,EX,EX,EX,N,2018.05,5.14,5.18,3.11,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
1747587,ROUND,0.5,SI1,I,EX,EX,EX,N,2018.05,5.11,5.13,3.15,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
1745697,ROUND,0.5,SI1,I,EX,EX,EX,N,2018.05,5.07,5.09,3.14,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
1758762,ROUND,0.5,SI1,F,GD,EX,GD,N,2018.08,4.89,4.95,3.25,0,0,0,0,0,0,0,1,6.0,3.0,2.0,0.0,2.0,0.0
1643994,ROUND,0.5,VVS1,J,EX,EX,EX,N,2018.69,5.04,5.07,3.19,0,0,0,0,0,0,0,1,2.0,7.0,0.0,0.0,0.0,0.0
1799273,ROUND,0.5,SI1,I,EX,EX,EX,F,2018.71,5.07,5.09,3.18,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,3.0
1744682,ROUND,0.51,VS1,J,EX,EX,EX,N,2018.71,5.12,5.15,3.22,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0
1734680,ROUND,0.5,SI2,F,EX,EX,EX,N,2018.79,5.15,5.18,3.08,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0
1607589,ROUND,0.5,VVS2,E,GD,EX,FR,N,2018.8,4.93,5.0,3.2,0,0,0,0,0,0,0,1,3.0,2.0,2.0,0.0,3.0,0.0
1769178,ROUND,0.43,IF,E,EX,EX,EX,M,1963.14,4.9,4.93,2.95,0,0,0,0,0,0,0,1,1.0,2.0,0.0,0.0,0.0,4.0
1769178,ROUND,0.43,IF,E,EX,EX,EX,M,1963.14,4.9,4.93,2.95,0,0,0,0,0,0,0,1,1.0,2.0,0.0,0.0,0.0,4.0
